input,output
#ʔabu#,#afu#
#amax#,#ame#
#asu#,#asu#
#au#,#au#
#balbal#,#babal#
#babuj#,#babi#
#baliw#,#bal#
#bedʒbedʒ#,#bebe#
#bubu#,#bubu#
#buluʔ#,#buli#
#buʔaja#,#bwaje#
#beriʔ#,#beri#
#dalem#,#dalam#
#daja#,#daje#
#depah#,#defe#
#padʒaj#,#fase#
#paŋaʔ#,#faŋe#
#paŋa#,#faŋe#
#peɲu#,#feni#
#ia#,#ie#
#kawil#,#kail#
#kati#,#kati#
#ɡisɡis#,#kiki#
#kuden#,#kudan#
#kudkud#,#kukut#
#lawas#,#lawas#
#laŋu#,#laŋu#
#lima#,#lim#
#ɲamɲam#,#nanam#
#reken#,#rean#
#ʔasawa#,#sawe#
#susu#,#susu#
#tebek#,#tebak#
#telu#,#tel#
#ʔuaj#,#ue#
#ʔuledʒ#,#ule#
#ʔuluh#,#ulu#
#udu#,#uru#
#walu#,#walu#
#ŋadʒan#,#ŋare#
