input,output
#alawid#,#alawid#
#ʔadaŋ#,#araŋ#
#baŋbaŋ#,#baŋbaŋ#
#baŋkudu#,#baŋkoro#
#buʔeli#,#boʔli#
#dapit#,#dapit#
#duluŋ#,#doloŋ#
#ɡulaj#,#ɡolaj#
#kaban#,#kaban#
#kaladi#,#kaladi#
#ʔalat#,#kalat#
#ʔanuʔus#,#kanot#
#ʔepah#,#kepa#
#lapak#,#lampak#
#lampin#,#lampin#
#laun#,#laon#
#lebas#,#lebat#
#lemeʔ#,#lemek#
#letek#,#letek#
#liʔes#,#liket#
#liku#,#liko#
#lutaw#,#lotaw#
#paliʔ#,#pali#
#padaw#,#paraw#
#patuŋ#,#patoŋ#
#paŋpaŋ#,#paŋpaŋ#
#pispis#,#pispis#
#putut#,#potot#
#puŋpuŋ#,#poŋpoŋ#
#puŋpuŋ#,#pompoŋ#
#puŋsu#,#poŋso#
#salatan#,#talatan#
#tamiluk#,#tamilok#
#taeb#,#teb#
#seleɡ#,#teleɡ#
#tilem#,#tilem#
#tuɡtuɡ#,#toɡtoɡ#
#tunaj#,#tonaj#
