input,output
#ane#,#an#
#pudi#,#brudr#
#pupu#,#bruh#
#burit#,#bur#
#dʒalan#,#cal#
#salaŋ#,#cal#
#sipiri#,#cihir#
#ranum#,#dran#
#kanan#,#kan#
#kani#,#kan#
#kalia#,#keli#
#kalika#,#keli#
#kaju#,#kej#
#koro#,#kor#
#koŋa#,#koŋ#
#ladʒi#,#las#
#lisa#,#lis#
#mona#,#mon#
#mwata#,#mwat#
#talise#,#ndelis#
#padran#,#padr#
#patu#,#pat#
#parara#,#perer#
#bakewak#,#pew#
#panapa#,#pinah#
#pitolon#,#pitol#
#rato#,#rat#
#tokalaur#,#tolaw#
#ʔuraŋ#,#wur#
#kuriap#,#wuri#
#ʔarita#,#jerit#
#ɲoro#,#ɲor#
#ɲoɲu#,#ɲoɲ#
#ŋapa#,#ŋah#
