input,output
#anak#,#anak#
#baseʔ#,#basah#
#bataŋ#,#bataŋ#
#bahu#,#bau#
#datu#,#datu#
#duha#,#due#
#ɡarut#,#ɡarut#
#ɡatel#,#ɡatal#
#ɡila#,#ɡile#
#ɡiliŋ#,#ɡiliŋ#
#kamu#,#kam#
#kahiw#,#kaju#
#kulit#,#kulit#
#kutu#,#kutu#
#lateŋ#,#latoŋ#
#lawi#,#lawi#
#laŋit#,#laŋit#
#laŋkaʔ#,#laŋkah#
#lebiʔ#,#lebih#
#lepaw#,#lepo#
#liaŋ#,#liaŋ#
#lisehaʔ#,#lise#
#liseʔah#,#lise#
#lubaŋ#,#luaŋ#
#lumut#,#lumut#
#manuk#,#manuk#
#mata#,#mata#
#musaŋ#,#musaŋ#
#anaduʔ#,#naru#
#nipis#,#nipis#
#papan#,#papan#
#pihpih#,#pipi#
#puket#,#puket#
#pulut#,#pulut#
#puʔun#,#pun#
#pupu#,#pupu#
#pusedʒ#,#pusok#
#putiʔ#,#putih#
#paʔet#,#paːt#
#sakit#,#sakit#
#sampaj#,#sampe#
#sapu#,#sapu#
#simpaŋ#,#simpaŋ#
#suliʔ#,#sulih#
#suluʔ#,#suluh#
#susun#,#susun#
#taʔi#,#tai#
#talu#,#talu#
#taneʔ#,#tanoh#
#taŋis#,#taŋis#
#tebaŋ#,#tebaŋ#
#tajtaj#,#tete#
#tindes#,#tines#
#tuluŋ#,#tuluŋ#
#nihawa#,#ɲawa#
