input,output
#asuk#,#ahok#
#hadʒek#,#alek#
#huadʒi#,#ali#
#ʔaninu#,#anino#
#buteʔul#,#botʔo#
#buliʔ#,#boliʔ#
#daʔan#,#daʔan#
#tilen#,#itlɨn#
#kilat#,#kilat#
#kukuh#,#koko#
#lakaw#,#lako#
#duha#,#lua#
#danum#,#lanum#
#laŋit#,#laŋit#
#manuk#,#manuk#
#ʔules#,#oɨh#
#pudul#,#porol#
#pusuʔ#,#pusuʔ#
#pataʔ#,#pataʔ#
#tahiʔ#,#tajiʔ#
#tian#,#tian#
#tuduŋ#,#toloŋ#
#tamaʔ#,#tamaʔ#
#tiked#,#tiked#
#tidaʔ#,#tilaʔ#
#tuhud#,#toʔol#
#tebuh#,#təboʔ#
#hasaŋ#,#ahaŋ#
#ʔutaŋ#,#otaŋ#
#ʔuŋal#,#oŋol#
#hejup#,#ɨjɨp#
