input,output
#ʔabu#,#abu#
#ʔapedʒux#,#empedu#
#ʔudem#,#udam#
#ʔudaŋ#,#udaŋ#
#ʔules#,#ulas#
#ʔuledʒ#,#ulat#
#ʔumah#,#uma#
#ʔuman#,#uman#
#ai#,#ai#
#aku#,#aku#
#alap#,#alap#
#au#,#au#
#babuj#,#babi#
#bahi#,#bai#
#bakuŋ#,#bakoŋ#
#bales#,#balas#
#baseʔ#,#basah#
#basuʔ#,#basoh#
#batux#,#batu#
#baba#,#bawa#
#bakaŋ#,#baŋkaŋ#
#bedʒbedʒ#,#bebat#
#beŋbeŋ#,#bebaŋ#
#belaʔ#,#belah#
#balaŋa#,#belaŋa#
#beli#,#beli#
#beties#,#betis#
#betuŋ#,#betoŋ#
#bitbit#,#bibit#
#bilaŋ#,#bilaŋ#
#bukas#,#boŋkas#
#buaʔ#,#buah#
#bual#,#bual#
#buʔaja#,#buaja#
#buʔaja#,#buhaja#
#bubu#,#bubu#
#bukidʒ#,#bukit#
#buluʔ#,#buloh#
#buŋa#,#buŋa#
#bukas#,#buŋkas#
#biraŋ#,#beraŋ#
#dakep#,#dakap#
#daki#,#daki#
#dalem#,#dalam#
#danaw#,#danaw#
#daŋdaŋ#,#dandaŋ#
#dekep#,#dekap#
#demdem#,#dendam#
#depah#,#depa#
#dekiŋ#,#deŋkiŋ#
#di#,#di#
#disdis#,#didis#
#dikit#,#dikit#
#enem#,#enam#
#esa#,#esa#
#ʔesep#,#esap#
#kapkap#,#ɡaɡap#
#kalih#,#ɡali#
#ɡaraŋ#,#ɡaraŋ#
#ɡerɡer#,#ɡeɡar#
#ɡisɡis#,#ɡiɡis#
#ɡuris#,#ɡores#
#ɡuris#,#ɡoris#
#ɡusi#,#ɡusi#
#ɡemel#,#ɡəmal#
#ɡetil#,#ɡətil#
#ɡemɡem#,#ɡəŋɡam#
#ʔaɲud#,#haɲut#
#ʔepit#,#hempit#
#ʔudip#,#hidup#
#ʔipit#,#himpit#
#ʔuluh#,#hulu#
#ia#,#ia#
#ʔiaw#,#iau#
#ʔinep#,#inep#
#isi#,#isi#
#zalan#,#dʒalan#
#zekzek#,#dʒədʒak#
#kawil#,#kail#
#kawit#,#kait#
#kak#,#kak#
#kapit#,#kapit#
#kakak#,#kaʔkak#
#kedip#,#kedip#
#kezem#,#kedʒam#
#keskes#,#kekas#
#kelem#,#kelam#
#kelip#,#kelip#
#kepit#,#kempit#
#kepit#,#kepit#
#keriʔ#,#kereh#
#ketil#,#ketil#
#kiskis#,#kikis#
#kupit#,#kopet#
#kuris#,#koris#
#kuris#,#kuris#
#kuŋkuŋ#,#koŋkoŋ#
#kuŋkuŋ#,#koŋkoŋ#
#kukuŋ#,#koŋkoŋ#
#kudis#,#kudis#
#kurap#,#kurap#
#kiŋkiŋ#,#keŋkeŋ#
#keret#,#kərat#
#lama#,#lama#
#lapaʔ#,#lapah#
#lahud#,#laut#
#laju#,#laju#
#laŋaw#,#laŋau#
#laŋu#,#laŋu#
#lepaw#,#lepau#
#dilaʔ#,#lidah#
#litlit#,#lilit#
#lima#,#lima#
#liduŋ#,#lindoŋ#
#lipet#,#lipat#
#lubaŋ#,#lobaŋ#
#ludaʔ#,#ludah#
#manuk#,#manok#
#ʔanibuŋ#,#niboŋ#
#pacek#,#pacak#
#padʒaj#,#padi#
#paʔa#,#paha#
#paheku#,#paku#
#palu#,#palu#
#panaʔ#,#panah#
#pakpak#,#papak#
#pasek#,#pasak#
#pantuk#,#patok#
#patuk#,#patok#
#paŋa#,#paŋa#
#paŋaʔ#,#paŋah#
#peceʔ#,#pecah#
#pariuk#,#periok#
#peɲu#,#peɲu#
#piliʔ#,#pileh#
#ʔapucuk#,#pucok#
#puki#,#puki#
#punaj#,#punai#
#putun#,#puntul#
#saŋedaj#,#sadai#
#saleŋ#,#salaŋ#
#sapaj#,#sampaj#
#sapaw#,#sapau#
#sedu#,#sedu#
#sedu#,#sendu#
#ʔasepa#,#sepa#
#sepsep#,#sesap#
#sikux#,#siku#
#sipit#,#sipit#
#sipit#,#sepet#
#ʔesir#,#sir#
#suksuk#,#susok#
#susu#,#susu#
#selem#,#səlam#
#seksek#,#səsak#
#seŋet#,#səŋat#
#taʔan#,#tahan#
#takut#,#takut#
#tebek#,#tebak#
#tik#,#tek#
#telu#,#telu#
#tenun#,#tenun#
#tibuk#,#timbok#
#tuked#,#toŋkat#
#tubah#,#tuba#
#tudiŋ#,#tudiŋ#
#tuzuʔ#,#tudʒoh#
#turis#,#turis#
#tusuk#,#tusok#
#tuktuk#,#tutok#
#tutur#,#tutu#
#tepik#,#təpek#
#tektek#,#tətak#
#ʔuaŋ#,#uaŋwaŋ#
#ulaŋ#,#ulaŋ#
#ʔukut#,#uŋkut#
#ɲamɲam#,#ɲamɲam#
#ŋilu#,#ŋilu#
