input,output
#ŋodro#,#ŋodro#
#baban#,#baba#
#baka#,#baka#
#bari#,#bari#
#bati#,#bati#
#benu#,#benu#
#bulut#,#bulu#
#buto#,#buto#
#sake#,#cake#
#sipo#,#civo#
#soɡo#,#coko#
#solos#,#colo#
#susul#,#cucu#
#sumu#,#cum#
#rano#,#drano#
#ranum#,#dranu#
#turus#,#duru#
#kasika#,#kacika#
#kaju#,#kai#
#kalik#,#kali#
#kani#,#kani#
#karak#,#kara#
#kalaʔabusi#,#karabusi#
#karis#,#kari#
#kari#,#kari#
#kapika#,#kavika#
#kamami#,#kemam#
#ki#,#ki#
#kila#,#kila#
#kili#,#kili#
#kitoŋ#,#kito#
#koka#,#koka#
#koro#,#koro#
#kusupe#,#kucuve#
#kuka#,#kuka#
#ɡurat#,#kura#
#kupuk#,#kuvu#
#lakas#,#laka#
#drali#,#lali#
#laŋo#,#laŋo#
#liʔo#,#lio#
#bila#,#liva#
#lomos#,#lomo#
#mai#,#mai#
#mana#,#mana#
#matakut#,#mataku#
#matuʔa#,#matua#
#moɲan#,#moja#
#muʔa#,#mua#
#nimas#,#nima#
#nofo#,#novo#
#rarap#,#rara#
#ririʔ#,#riri#
#roko#,#roko#
#robuŋ#,#rovu#
#raʔe#,#raː#
#salatoŋ#,#salato#
#sabu#,#savu#
#dʒila#,#sila#
#sokar#,#soka#
#sobu#,#sovu#
#sua#,#sua#
#dʒaot#,#saː#
#tabe#,#tabe#
#tabu#,#tabu#
#taliŋa#,#taliŋa#
#tiro#,#tiro#
#tika#,#tiŋɡe#
#toka#,#toka#
#toka#,#toka#
#tokalaur#,#tokalau#
#tuʔa#,#tua#
#tupa#,#tuba#
#tuku#,#tuku#
#tule#,#tule#
#tupa#,#tuva#
#taʔe#,#taː#
#padʒu#,#vacu#
#palu#,#valu#
#pesi#,#vesi#
#pica#,#vica#
#pisiko#,#viciko#
#posaʔ#,#voca#
#poipoi#,#voivoi#
#ponor#,#vono#
#pudi#,#vudi#
#pula#,#vula#
#puri#,#vuli#
#puni#,#vuni#
#pura#,#vura#
#pure#,#vure#
#ŋaŋa#,#ŋaŋa#
#ŋuru#,#ŋudru#
#mwata#,#ŋwata#
#malala#,#ŋʷalala#
