input,output
#ʔadʒaw#,#aho#
#ai#,#ai#
#ata#,#anda#
#kilala#,#ɡila#
#selsel#,#hoho#
#i#,#i#
#kapit#,#kapi#
#keŋkeŋ#,#koko#
#kudem#,#kuro#
#dalem#,#lalo#
#lahud#,#lau#
#laŋaw#,#laŋo#
#lima#,#lima#
#mamah#,#mama#
#manuk#,#manu#
#buaʔ#,#mbua#
#ni#,#ni#
#ʔetaʔ#,#onda#
#enem#,#ono#
#baba#,#papa#
#peceʔ#,#posa#
#demdem#,#rondo#
#susu#,#susu#
#telu#,#tolu#
#tuzuʔ#,#tuhu#
#tuktuk#,#tutu#
#tubah#,#tuva#
#ʔuluh#,#ulu#
#ʔumah#,#uma#
#ʔudaŋ#,#ura#
#panaʔ#,#vana#
#batux#,#vatu#
#piliʔ#,#vili#
#pitu#,#vitu#
#beli#,#voli#
#peɲu#,#vonu#
#buʔaja#,#vua#
#buaʔ#,#vua#
#punti#,#vundi#
#walu#,#walu#
#ŋetŋet#,#ŋoti#
