input,output
#a#,#a#
#batu#,#bad#
#balaj#,#bai#
#buŋa#,#buŋ#
#balun#,#bail#
#bahu#,#bau#
#bulan#,#buil#
#buliʔ#,#buiʔ#
#buaʔ#,#buuʔ#
#banua#,#bəluu#
#bedʒbedʒ#,#bəsebəs#
#balabaw#,#bəab#
#ʔezen#,#cheroll#
#taʔi#,#daʔ#
#teken#,#dekəl#
#tian#,#dijl#
#taliŋa#,#diŋ#
#tubuʔ#,#dubəʔ#
#tumbuʔ#,#dubəʔ#
#tales#,#dait#
#taŋeb#,#daŋəb#
#tuʔah#,#duʔ#
#tebuh#,#dəb#
#tuʔelan#,#dəʔojl#
#litek#,#iidek#
#ladʒih#,#ias#
#ladʒi#,#ias#
#kampet#,#kaud#
#kapet#,#kaud#
#kasusu#,#ketat#
#kima#,#kim#
#kutu#,#kud#
#kukuh#,#kuk#
#kahu#,#kau#
#katawan#,#kədaol#
#kanasaj#,#kəlat#
#kanawa#,#kəlau#
#kahiw#,#kərrəkar#
#nunuk#,#lulk#
#nabek#,#labək#
#nanaʔ#,#laləʔ#
#namaw#,#ləmau#
#ʔanunu#,#ləʔul#
#mata#,#mad#
#manuk#,#malk#
#mamin#,#maml#
#misik#,#misk#
#mutu#,#mud#
#mai#,#mə#
#ʔasu#,#məŋat#
#paniki#,#olik#
#beŋkas#,#omokət#
#buŋa#,#omuŋ#
#bedʒbedʒ#,#oməsebəs#
#paŋedan#,#oŋor#
#sakit#,#rakt#
#danum#,#ralm#
#zalan#,#rajl#
#dapet#,#raud#
#dalidʒ#,#rajs#
#daʔan#,#raʔəl#
#dapdap#,#roro#
#suba#,#tub#
#saet#,#taod#
#sawaʔ#,#taoʔ#
#suluʔ#,#tuiʔ#
#pauʔ#,#uauʔ#
#pilu#,#uii#
#ʔuʔus#,#uʔut#
#puʔun#,#uʔul#
#papan#,#wlawl#
#puket#,#wukəd#
#pusedʒ#,#wudəs#
#peɲu#,#wəl#
#lumut#,#jumd#
#lamun#,#jaml#
#laledʒ#,#jajəs#
#laŋit#,#jaŋd#
#liaŋ#,#ii#
#ŋadʒan#,#ŋakl#
#idus#,#ŋirt#
#hapuj#,#ŋau#
#hikan#,#ŋikəl#
#ʔutun#,#ʔuðəl#
#ʔabu#,#ʔab#
#ʔataj#,#ʔad#
#ʔasu#,#ʔat#
#ʔalunan#,#ʔiull#
#ʔetut#,#ʔold#
#ʔuzan#,#ʔull#
#ʔumun#,#ʔum#
#ʔumi#,#ʔum#
#ʔumaj#,#ʔum#
#ʔatep#,#ʔado#
#ʔalu#,#ʔai#
#ʔahelu#,#ʔai#
#ʔawan#,#ʔaol#
#ʔuhenap#,#ʔolo#
#ʔutan#,#ʔudəl#
#ʔulu#,#ʔui#
#ʔuledʒ#,#ʔuis#
#ʔeti#,#ʔəd#
#ʔatulaj#,#ʔədui#
#ʔanitu#,#ʔəlid#
#ʔamataʔ#,#ʔəmadəʔ#
#ʔaledʒaw#,#ʔəos#
