input,output
#kahiw#,#adʒuh#
#ezan#,#asen#
#balabaw#,#balabuh#
#bali#,#bariʔ#
#bahu#,#bau#
#besiʔ#,#besiʔ#
#daʔih#,#daʔih#
#duha#,#dəbeh#
#paɡer#,#faɡer#
#puliŋ#,#fuleŋ#
#putiʔ#,#futaiʔ#
#ɡerit#,#ɡarait#
#zeket#,#dʒukat#
#lakaw#,#lahaw#
#laki#,#lakajh#
#liku#,#likauh#
#laʔia#,#lədʒeh#
#ʔanibuŋ#,#nibuŋ#
#ʔensem#,#sam#
#ʔesem#,#sam#
#suŋut#,#suŋot#
#tambal#,#tafel#
#taŋis#,#taŋaj#
#taʔun#,#taʔon#
#taliŋa#,#teliŋah#
#ʔatimun#,#timun#
#tumpul#,#tupul#
#tebuh#,#təfuh#
#tekuʔ#,#təkauʔ#
