input,output
#hawan#,#awan#
#aŋat#,#aŋat#
#baleŋ#,#baleŋ#
#banawaŋ#,#benawaŋ#
#biʔbiʔ#,#bibiʔ#
#baisan#,#bisan#
#dalu#,#daləw#
#dana#,#dana#
#ʔudipen#,#dipen#
#ɡian#,#ɡian#
#ɡetɡet#,#ɡuɡət#
#ɡetɡet#,#ɡəɡət#
#itik#,#itik#
#zelaʔ#,#dʒəlaʔ#
#kurendut#,#keredut#
#kuredut#,#keredut#
#kiap#,#kiap#
#laklak#,#lalak#
#latiʔ#,#latiʔ#
#lawas#,#lawaih#
#lekeb#,#lekeb#
#leɲedʒ#,#leɲed#
#luŋun#,#luŋun#
#makaw#,#makaw#
#emun#,#mun#
#enda#,#nda#
#paliʔ#,#paliʔ#
#pajuŋ#,#pajuŋ#
#puŋpuŋ#,#pupuŋ#
#puncek#,#pusək#
#ceraj#,#seraj#
#seput#,#siput#
#sukat#,#sukat#
#sulud#,#sulud#
#seput#,#suput#
#seʔseʔ#,#susaʔ#
#seput#,#səput#
#takup#,#takup#
#tendan#,#tidan#
#tuʔelaŋ#,#tulaŋ#
#upuk#,#upuk#
#utuŋ#,#utuŋ#
#huʔem#,#uʔem#
