input,output
#balu#,#alu#
#banua#,#anua#
#ʔanunu#,#anunu#
#hasaʔ#,#ara#
#ʔazaj#,#are#
#ʔadep#,#aro#
#baŋun#,#aŋun#
#papan#,#baba#
#bahu#,#bou#
#buaʔ#,#bua#
#bukuh#,#buku#
#dahun#,#dau#
#danum#,#daŋ#
#kilik#,#ɡili#
#kuruʔ#,#ɡuru#
#hikan#,#ika#
#zalan#,#dʒala#
#kaka#,#kaka#
#ɡasɡas#,#kakasi#
#katuk#,#katuk#
#kitik#,#kiti#
#laŋit#,#laŋ#
#laŋaw#,#laŋo#
#lakaw#,#laʔo#
#leku#,#loku#
#mama#,#mama#
#mapu#,#mapu#
#mata#,#mata#
#manuk#,#maŋ#
#nanaʔ#,#nana#
#ʔeneb#,#ono#
#batu#,#patu#
#bitik#,#piti#
#peɲu#,#poŋ#
#daŋdaŋ#,#raraŋ#
#duha#,#rua#
#sakil#,#saki#
#suli#,#suli#
#talisaj#,#taile#
#tanem#,#tano#
#tasik#,#tari#
#taŋis#,#taŋ#
#taʔaj#,#taʔe#
#tajtaj#,#tete#
#teka#,#toka#
#teka#,#toʔa#
#tebuh#,#tou#
#puket#,#u#
#ʔuma#,#uma#
#bunuʔ#,#unɡ#
#ʔuzan#,#ura#
#zalateŋ#,#zalato#
#kasaw#,#ʔaro#
#kutu#,#ʔutu#
