input,output
#aja#,#aea#
#ʔabu#,#afu#
#anak#,#anaʔ#
#hasak#,#ancaʔ#
#ʔanibuŋ#,#anifuŋ#
#ʔatimun#,#antimon#
#hasaʔ#,#asa#
#kasaw#,#asaw#
#hasaŋ#,#asaŋ#
#epat#,#at#
#atas#,#atae#
#ʔatiŋ#,#atiŋ#
#ʔawa#,#awa#
#hawak#,#awaʔ#
#ʔadʒeŋ#,#axeŋ#
#huadʒi#,#axi#
#hapuj#,#axoe#
#balidʒi#,#balixi#
#balidʒi#,#falixi#
#banua#,#bano#
#banua#,#fano#
#bara#,#bara#
#bataŋ#,#bataŋ#
#batu#,#batu#
#batu#,#fatu#
#bak#,#baʔ#
#bak#,#faʔ#
#baʔbaʔ#,#baʔba#
#bekaʔ#,#beka#
#bilik#,#biliʔ#
#binehiʔ#,#bini#
#buʔaja#,#boea#
#buʔaja#,#foea#
#buaʔ#,#bua#
#bubuŋ#,#bubuŋ#
#bunuʔ#,#bunu#
#butuʔ#,#butu#
#butun#,#butun#
#buŋa#,#buŋo#
#buhek#,#buʔ#
#buhek#,#fuʔ#
#bukuh#,#buʔu#
#daki#,#dai#
#daki#,#daxi#
#dalidʒ#,#daliɡ#
#daʔu#,#daʔu#
#dilaʔ#,#dila#
#diŋdiŋ#,#dindiŋ#
#duha#,#duo#
#etuk#,#entuʔ#
#ʔeti#,#eti#
#ba#,#fa#
#balu#,#falu#
#baŋehih#,#faŋi#
#beli#,#feli#
#ʔanitu#,#hantu#
#ina#,#ina#
#itek#,#itoʔ#
#hejup#,#iub#
#ipen#,#ixən#
#ɡiliŋ#,#kiliŋ#
#kima#,#kimo#
#laki#,#lai#
#laɲa#,#lana#
#liŋ#,#liŋ#
#mama#,#mamaʔ#
#manuk#,#manoʔ#
#mata#,#mata#
#ɲamuk#,#namoɡ#
#nanaʔ#,#nana#
#wani#,#oni#
#paʔet#,#paeʔ#
#paŋedan#,#pandan#
#puket#,#pukeʔ#
#saʔebit#,#sabid#
#salaʔ#,#sala#
#sawa#,#sawa#
#siwa#,#siwa#
#sidʒi#,#sixi#
#suluʔ#,#sulu#
#sumaŋed#,#sumaŋar#
#sumpit#,#sumpit#
#suka#,#suʔa#
#taʔi#,#tai#
#talih#,#tali#
#talun#,#talon#
#tambak#,#tambaʔ#
#tanem#,#tanəm#
#tajtaj#,#titi#
#tuʔah#,#tuʔa#
#ʔuban#,#ufan#
#ukir#,#ukil#
#ʔulu#,#ulu#
#ʔuhenap#,#unab#
#ʔunedʒ#,#unoɡ#
#upaʔ#,#upa#
#udehi#,#uri#
#ʔutaŋ#,#utaŋ#
#hutek#,#utaʔ#
#kutu#,#utu#
#pusedʒ#,#uxəʔ#
#peɲu#,#əno#
