input,output
#halas#,#alaʔ#
#ʔelet#,#allaʔ#
#eliŋ#,#alliŋ#
#ʔaledʒaw#,#allo#
#ʔahelu#,#alu#
#ʔampelas#,#ampallaʔ#
#ʔapelas#,#ampallaʔ#
#aɲam#,#anan#
#apa#,#apa#
#hapuj#,#api#
#hapit#,#apiʔ#
#empu#,#appo#
#ʔadep#,#araʔ#
#ʔazaj#,#are#
#hasaʔ#,#asa#
#ʔasiʔ#,#asi#
#ʔataj#,#ate#
#ʔeti#,#atti#
#ʔabu#,#au#
#ʔaŋap#,#aŋaʔ#
#haŋin#,#aŋin#
#baba#,#baa#
#baʔbaʔ#,#baba#
#bekuk#,#bakkuk#
#bala#,#bala#
#balabaw#,#balao#
#baliw#,#bali#
#baliw#,#bali#
#balidʒa#,#balida#
#balik#,#balik#
#balik#,#baliʔ#
#belak#,#ballak#
#belaŋ#,#ballaŋ#
#bekeladʒ#,#ballaʔ#
#beluk#,#balluk#
#balun#,#balun#
#bandaŋan#,#bandaŋan#
#baɲaw#,#bano#
#banua#,#banua#
#baraŋ#,#baraŋ#
#baruk#,#baruk#
#becik#,#bassik#
#bataŋ#,#bataŋ#
#batek#,#bateʔ#
#batik#,#batik#
#batu#,#batu#
#bahu#,#bau#
#baŋun#,#baŋun#
#baʔbaʔ#,#baʔba#
#bedʒbedʒ#,#baʔbaʔ#
#baʔaɡi#,#baʔɡi#
#benut#,#benuʔ#
#beŋaʔ#,#beŋa#
#bila#,#bila#
#bintiʔ#,#binte#
#biseʔak#,#bisak#
#bicik#,#bissik#
#bitiʔ#,#bittiʔ#
#biŋkuŋ#,#biŋkuŋ#
#buaʔ#,#bua#
#buʔaja#,#buaja#
#buʔaŋ#,#buaŋ#
#bubun#,#bubun#
#bubuŋ#,#bubuŋ#
#buʔbuʔ#,#bubuʔ#
#buaj#,#bue#
#buka#,#buka#
#buŋkuʔ#,#bukku#
#bukuʔ#,#bukku#
#buŋkuk#,#bukkuʔ#
#bukuh#,#buku#
#bukuh#,#buku#
#bulan#,#bulan#
#bulan#,#bulan#
#bulu#,#bulu#
#bunbun#,#bumbun#
#buni#,#buni#
#bunuʔ#,#buno#
#buntaŋ#,#buntaŋ#
#buntu#,#buntu#
#budʒeʔ#,#burra#
#buta#,#buta#
#butuʔ#,#buto#
#buŋa#,#buŋa#
#buŋas#,#buŋaʔ#
#buŋkuʔ#,#buŋku#
#bukuʔ#,#buŋku#
#bukbuk#,#buʔbuk#
#butbut#,#buʔbuʔ#
#edaʔ#,#da#
#zelaj#,#dalle#
#dapet#,#dapeʔ#
#dahun#,#daun#
#dekdek#,#dedek#
#diŋin#,#diŋin#
#duha#,#dua#
#elak#,#ellak#
#eluŋ#,#eloŋ#
#ezan#,#eran#
#ɡiliŋ#,#ɡiliŋ#
#ihap#,#iaʔ#
#ilah#,#ila#
#ʔilaŋ#,#ilaŋ#
#ʔilaw#,#ilo#
#hipi#,#impi#
#nihawa#,#inaa#
#ʔio#,#io#
#hiras#,#iraʔ#
#irid#,#iriʔ#
#iŋat#,#iŋaʔ#
#ibak#,#iʔbak#
#kali#,#kali#
#kamu#,#kamu#
#kasaw#,#kaso#
#kahiw#,#kaju#
#kaŋ#,#kaŋ#
#kilat#,#kilaʔ#
#kirik#,#kiriʔ#
#kulit#,#kuliʔ#
#kumbal#,#kumba#
#kunidʒ#,#kuniʔ#
#kudin#,#kurin#
#kuru#,#kuru#
#kutaɲa#,#kutana#
#kutu#,#kutu#
#lawaʔ#,#laa#
#laban#,#laa#
#ladʒaʔ#,#lada#
#laʔia#,#laia#
#laʔia#,#laja#
#leŋkaʔ#,#lakka#
#lekaʔ#,#lakka#
#lakaw#,#lako#
#zalan#,#lalan#
#laledʒ#,#laliʔ#
#laluŋ#,#laloŋ#
#lama#,#lamma#
#lasuʔ#,#laso#
#lasuʔ#,#lasoʔ#
#leŋa#,#laŋa#
#laŋit#,#laŋiʔ#
#liaŋ#,#liaŋ#
#liku#,#liku#
#dilaʔ#,#lila#
#lisehaʔ#,#lisse#
#liseʔah#,#lisse#
#luaʔ#,#lua#
#luas#,#luaʔ#
#lulun#,#lulun#
#lumut#,#lumuʔ#
#manuk#,#manuk#
#mata#,#mata#
#minaŋa#,#minaŋa#
#miɲak#,#minnak#
#na#,#na#
#nanaʔ#,#nana#
#nasu#,#nasu#
#ɲatuʔ#,#nato#
#nipaʔ#,#nipa#
#nipis#,#nipiʔ#
#ʔanuaŋ#,#nuaŋ#
#huni#,#oni#
#usuk#,#osok#
#utiŋ#,#otiŋ#
#paɡer#,#paɡaʔ#
#palaʔpaʔ#,#palapa#
#paladʒ#,#palaʔ#
#palu#,#palu#
#panas#,#panaʔ#
#panas#,#panaʔ#
#pandak#,#pandak#
#paŋedan#,#pandan#
#paniki#,#paniki#
#panaw#,#pano#
#pahuʔ#,#pao#
#papan#,#papan#
#parud#,#paruʔ#
#paŋan#,#paŋan#
#paʔet#,#paʔ#
#hapedʒis#,#paʔdiʔ#
#pedet#,#pedeʔ#
#pisaw#,#piso#
#puaŋ#,#puaŋ#
#pules#,#pulaʔ#
#pupu#,#pupu#
#pusuʔ#,#puso#
#putiʔ#,#pute#
#rempun#,#rampun#
#daŋdaŋ#,#raraŋ#
#dateŋ#,#ratu#
#dapdap#,#raʔdaʔ#
#diŋdiŋ#,#rindiŋ#
#salaʔ#,#sala#
#salaʔ#,#salaʔ#
#sapu#,#sapu#
#sawa#,#sawa#
#sidʒi#,#siri#
#sinduk#,#siruk#
#siduk#,#siruk#
#siksik#,#sissik#
#suluʔ#,#sulo#
#sumaŋed#,#sumaŋaʔ#
#sumpit#,#sumpiʔ#
#sudʒa#,#sura#
#susuʔ#,#suso#
#tabuʔan#,#tabuan#
#taʔi#,#tai#
#talih#,#tali#
#tama#,#tama#
#tamis#,#tammiʔ#
#taneʔ#,#tana#
#tanem#,#tanan#
#tada#,#tara#
#tasak#,#tasak#
#tasik#,#tasik#
#tau#,#tau#
#taʔun#,#taun#
#teŋaʔ#,#taŋa#
#taŋis#,#taŋiʔ#
#tebuh#,#taʔbu#
#tajtaj#,#tete#
#tuʔah#,#tua#
#tulali#,#tulali#
#tumah#,#tuma#
#tumbuk#,#tumbuk#
#tunu#,#tunu#
#tuzuʔ#,#turo#
#tutuŋ#,#tutuŋ#
#ʔu#,#u#
#wani#,#uani#
#wani#,#wani#
#uak#,#uaʔ#
#ʔuban#,#uban#
#uduʔ#,#udu#
#ʔubi#,#ui#
#ukir#,#ukiʔ#
#ʔuledʒ#,#ulliʔ#
#ʔulu#,#ulu#
#ʔuma#,#uma#
#ʔunedʒ#,#unaʔ#
#udehi#,#undi#
#upus#,#upuʔ#
#ʔuzan#,#uran#
#hutek#,#utak#
#ʔutan#,#utan#
#ʔutaŋ#,#utaŋ#
#wakat#,#wakaʔ#
