input,output
#bekas#,#bekas#
#bituʔen#,#bitukun#
#buʔaja#,#bukaja#
#bukidʒ#,#bukid#
#debdeb#,#dɨbdɨb#
#enem#,#enem#
#isi#,#isi#
#ita#,#ita#
#kita#,#itaʔ#
#ʔabu#,#kabu#
#ʔaʔaj#,#kakaj#
#ʔanibuŋ#,#kanibuŋ#
#ʔanibuŋ#,#kaniƀuŋ#
#ʔanup#,#kanup#
#ʔasawa#,#kasawa#
#ʔaŋʔaŋ#,#kaŋkaŋ#
#ʔenaj#,#kenaj#
#ʔuaj#,#kuaj#
#ʔuluh#,#kulu#
#ʔuledʒ#,#kulud#
#ʔumah#,#kuma#
#ʔumaŋ#,#kumaŋ#
#ʔudʒiŋ#,#kuriŋ#
#ʔetut#,#kutut#
#ramiɡ#,#lamiɡ#
#lawaʔ#,#lawak#
#manuk#,#manuk#
#punti#,#puntiʔ#
#udʒuŋ#,#uruŋ#
#wakwak#,#wakwak#
