input,output
#ʔatun#,#adu#
#api#,#ahi#
#dʒalan#,#ala#
#saman#,#ama#
#ʔasu#,#au#
#saŋa#,#aŋa#
#baban#,#baba#
#buku#,#buɡu#
#bulat#,#bula#
#pulan#,#bula#
#bulut#,#bulu#
#buu#,#buu#
#buu#,#buu#
#tabu#,#dabu#
#takua#,#daɡua#
#tanum#,#danu#
#tinaʔe#,#dinae#
#toto#,#dodo#
#toko#,#doɡo#
#tokon#,#doɡo#
#tuʔa#,#dua#
#kani#,#ɡai#
#kulit#,#ɡili#
#kodʒom#,#ɡoo#
#patu#,#hadu#
#pana#,#hana#
#pica#,#hia#
#polon#,#holo#
#ponuʔ#,#honu#
#puat#,#hua#
#puaʔ#,#hua#
#buaʔ#,#hua#
#pua#,#hua#
#pudi#,#hudi#
#puke#,#huɡe#
#siku#,#huɡu#
#puʔi#,#hui#
#buliŋ#,#huli#
#pulu#,#hulu#
#raʔe#,#lae#
#rere#,#lele#
#rikit#,#liɡi#
#loto#,#lodo#
#rua#,#lua#
#luluk#,#lulu#
#matolu#,#maadolu#
#matakut#,#madaɡu#
#mate#,#made#
#matuʔa#,#madua#
#masakit#,#maɡi#
#mai#,#mai#
#maɲawa#,#manawa#
#nofo#,#noho#
#ɲoɲu#,#nonu#
#ʔodaʔ#,#odo#
#ʔatop#,#odo#
#oka#,#oɡo#
#ʔono#,#ono#
#onom#,#ono#
#turuʔ#,#tulu#
#ucan#,#uda#
#ʔutup#,#udu#
#uka#,#uɡa#
#ʔuraŋ#,#ula#
#sulik#,#uli#
#ʔunap#,#una#
#waʔe#,#wae#
#waɡa#,#waɡa#
#ŋau#,#ŋau#
#ŋalu#,#ŋolu#
