input,output
#babuj#,#babuj#
#bakbak#,#bakbak#
#balbal#,#balbal#
#batux#,#batew#
#bekas#,#bekah#
#beli#,#belej#
#bitbit#,#bibit#
#bilaŋ#,#bilaŋ#
#buʔaja#,#buaja#
#buled#,#burur#
#buŋa#,#buŋa#
#dalem#,#dalem#
#dilaʔ#,#dilaʔ#
#zalan#,#dolon#
#pakpak#,#fafak#
#paheku#,#faɡew#
#panaʔ#,#fanaʔ#
#padʒaj#,#farej#
#ʔapedʒux#,#fedew#
#perus#,#ferus#
#pitu#,#fitew#
#piak#,#fijak#
#kiskis#,#ɡisɡis#
#kawil#,#kawil#
#kaluŋkuŋ#,#keluŋkuŋ#
#kudeŋ#,#kureŋ#
#lantuk#,#lontuk#
#latuk#,#lontuk#
#lawas#,#lowoh#
#lima#,#limo#
#manuk#,#manuk#
#nadʒam#,#norom#
#danaw#,#ranaw#
#saksak#,#saksak#
#saʔit#,#saʔit#
#sipit#,#sifit#
#sikux#,#siɡew#
#takep#,#takef#
#tebek#,#tebek#
#telu#,#telew#
#tuzuʔ#,#toroʔ#
#tukud#,#tukud#
#walu#,#walew#
#ʔaɲud#,#ʔanur#
#ʔataʔ#,#ʔataʔ#
#ʔabaŋ#,#ʔawaŋ#
#ʔabu#,#ʔawew#
#ai#,#ʔaj#
#ʔebel#,#ʔebel#
#enem#,#ʔenem#
#edem#,#ʔerem#
#ʔesep#,#ʔesef#
#ʔetut#,#ʔetut#
#idas#,#ʔidos#
#ʔuluh#,#ʔulew#
