input,output
#aku#,#akuh#
#aja#,#aja#
#badʒaʔ#,#balaʔ#
#batux#,#batu#
#zawa#,#dawa#
#daŋdaŋ#,#daŋdaŋ#
#dilaʔ#,#dilaʔ#
#depah#,#dupa#
#zalan#,#daːn#
#ɡajaŋ#,#ɡajaŋ#
#idas#,#iras#
#kakak#,#kakak#
#kaen#,#kaun#
#kawil#,#kawil#
#kilala#,#kilaː#
#kiskis#,#kiskis#
#lawaʔ#,#lawaʔ#
#laŋaw#,#laŋaw#
#lima#,#lima#
#lubaŋ#,#lubaŋ#
#ludaʔ#,#luraʔ#
#manuk#,#manuk#
#pa#,#pa#
#paʔa#,#paa#
#pikpik#,#pikpik#
#pidʒax#,#pila#
#pitu#,#pitu#
#sapaʔ#,#sapaʔ#
#sikux#,#siku#
#sipit#,#sipit#
#talaw#,#talaw#
#tastas#,#tastas#
#telu#,#tuː#
#tuduʔ#,#tuːʔ#
#ʔumah#,#uma#
#utan#,#utan#
#ŋawŋaw#,#ŋawŋaw#
#ŋilu#,#ŋilu#
#ŋadʒan#,#ŋaːn#
#ʔuluh#,#uː#
#ʔuledʒ#,#uːd#
