input,output
#ʔalad#,#alad#
#amin#,#amin#
#ʔadʒaw#,#andew#
#ʔaɲud#,#anud#
#asu#,#asu#
#ʔabaŋ#,#avaŋ#
#ʔabu#,#avu#
#bahi#,#bahi#
#bakbak#,#bakbak#
#bales#,#bales#
#baliw#,#baluj#
#batux#,#batu#
#baba#,#bava#
#babuj#,#bavuj#
#bedʒbedʒ#,#bedbed#
#betuŋ#,#bentuŋ#
#bilaŋ#,#bilaŋ#
#bitbit#,#bitbit#
#bituʔen#,#bituʔen#
#bulaw#,#bulew#
#buaʔ#,#buwaʔ#
#buʔaja#,#buʔaja#
#dakep#,#dakep#
#daki#,#daki#
#zalan#,#dalan#
#dalem#,#dalem#
#demdem#,#demdem#
#dilaʔ#,#dilaʔ#
#duma#,#duma#
#ʔemʔem#,#emʔem#
#ʔanibuŋ#,#enivuŋ#
#ʔapedʒux#,#epezu#
#ʔasawa#,#esawa#
#ʔebel#,#evel#
#ɡuris#,#ɡuris#
#isa#,#isa#
#idas#,#izas#
#kakak#,#kakak#
#karkar#,#karkar#
#ŋajaw#,#kajew#
#kaen#,#kaʔan#
#kawajan#,#kewajan#
#kilala#,#kilala#
#kiskis#,#kiskis#
#kuden#,#kuzen#
#kalih#,#kali#
#lapaʔ#,#lapaʔ#
#lahud#,#lawed#
#lajap#,#lajap#
#laŋaw#,#laŋew#
#lebeŋ#,#leveŋ#
#mamah#,#mama#
#manuk#,#manuk#
#pa#,#pa#
#pakpak#,#pakpak#
#palu#,#palu#
#panaʔ#,#panaʔ#
#padʒaj#,#parej#
#pacek#,#pasek#
#paʔa#,#paʔa#
#peceʔ#,#pesaʔ#
#pikpik#,#pikpik#
#piliʔ#,#piliʔ#
#pidʒax#,#pira#
#pitu#,#pitu#
#piak#,#pijak#
#pukpuk#,#pukpuk#
#danaw#,#ranew#
#depah#,#repa#
#saʔit#,#saʔit#
#sepiʔ#,#sepiʔ#
#sikux#,#siku#
#sipit#,#sipit#
#suksuk#,#suksuk#
#susu#,#susu#
#suked#,#suɣked#
#taktak#,#taktak#
#talaw#,#talew#
#tapus#,#tapus#
#tastas#,#tastas#
#taʔan#,#taʔan#
#ʔatimela#,#tilema#
#timus#,#timus#
#tuked#,#tuked#
#tuktuk#,#tuktuk#
#tukud#,#tukud#
#tubah#,#tuva#
#tuʔed#,#tuʔed#
#ʔuledʒ#,#uled#
#ʔuluh#,#ulu#
#ʔupuŋ#,#upuŋ#
#ʔudʒiŋ#,#uriŋ#
#utaʔ#,#utaʔ#
#walu#,#walu#
#ŋadʒan#,#ŋazan#
#ŋipen#,#ŋipen#
