input,output
#popok#,#popo#
#api#,#ahi#
#apon#,#aho#
#ʔait#,#ai#
#ai#,#ai#
#ʔatop#,#ako#
#ʔatun#,#aku#
#dʒalan#,#ala#
#ʔarop#,#alo#
#saman#,#ama#
#saŋa#,#ana#
#ane#,#ane#
#aŋin#,#ani#
#ʔaco#,#ao#
#ʔasu#,#au#
#ake#,#aʔe#
#akot#,#aʔo#
#pati#,#haki#
#padran#,#hala#
#pale#,#hale#
#paŋa#,#hana#
#paŋa#,#hana#
#pea#,#hea#
#pisi#,#hihi#
#pilit#,#hili#
#piro#,#hilo#
#siku#,#hiʔu#
#posaʔ#,#hoa#
#pose#,#hoe#
#solo#,#holo#
#ponor#,#hono#
#poɲu#,#honu#
#panua#,#honua#
#puaʔ#,#hua#
#buaʔ#,#hua#
#pupuk#,#huhu#
#pui#,#hui#
#putul#,#huku#
#buliŋ#,#huli#
#pulu#,#hulu#
#puke#,#huʔe#
#pa#,#haː#
#sipo#,#iho#
#icuŋ#,#ihu#
#ibu#,#ipu#
#ike#,#iʔe#
#taʔe#,#kae#
#tapa#,#kaha#
#tape#,#kahe#
#salaŋ#,#kala#
#tari#,#kali#
#talos#,#kalo#
#tamanu#,#kamani#
#tamanu#,#kamani#
#tanum#,#kanu#
#dʒaot#,#kao#
#taba#,#kapa#
#tabu#,#kapu#
#saur#,#kau#
#tau#,#kau#
#tise#,#kihe#
#tiro#,#kilo#
#tibaŋ#,#kipa#
#topoŋ#,#koho#
#toto#,#koko#
#tolaʔ#,#kola#
#tokon#,#koʔo#
#tokalaur#,#koʔolau#
#tuʔa#,#kua#
#tutuk#,#kuku#
#tuli#,#kuli#
#turuʔ#,#kulu#
#tubuʔ#,#kupu#
#tupuʔ#,#kupu#
#tupuʔa#,#kupua#
#tuʔur#,#kuː#
#raʔe#,#lae#
#lapa#,#laha#
#lasa#,#laka#
#ralom#,#lalo#
#rere#,#lele#
#leʔo#,#leo#
#lisa#,#liha#
#lisa#,#lia#
#lilim#,#lili#
#loto#,#loko#
#rua#,#lua#
#ruruŋ#,#lulu#
#raʔan#,#laːlaː#
#mai#,#mai#
#mataʔ#,#maka#
#mataʔ#,#maka#
#matakut#,#makaʔu#
#mate#,#make#
#matuʔa#,#makua#
#malon#,#malo#
#maŋa#,#mana#
#mana#,#mana#
#maɲawa#,#manawa#
#manuk#,#manu#
#masakit#,#maʔi#
#miti#,#miki#
#mimiʔ#,#mimi#
#motus#,#moku#
#muri#,#muli#
#matolu#,#maːkolu#
#matuʔa#,#maːkua#
#mwaloʔ#,#nalo#
#laŋo#,#nalo#
#ŋalu#,#nalu#
#ŋau#,#nau#
#nipon#,#niho#
#nofo#,#noho#
#nopuʔ#,#nohu#
#ɲoɲu#,#noni#
#ŋoŋok#,#nonoː#
#ŋuŋuk#,#nuːnuː#
#ʔoti#,#oki#
#oro#,#olo#
#ʔone#,#one#
#ʔono#,#ono#
#onom#,#ono#
#oka#,#oʔa#
#parara#,#palala#
#balaŋi#,#palani#
#bpalabpala#,#palapala#
#bpalaala#,#palapala#
#alabpala#,#palapala#
#alaala#,#palapala#
#baban#,#papa#
#belu#,#pelu#
#bweka#,#peʔa#
#bito#,#piko#
#bibi#,#pipi#
#boŋi#,#poni#
#bonor#,#pono#
#puaʔ#,#pua#
#buaʔ#,#pua#
#bua#,#pua#
#puat#,#pua#
#buta#,#puka#
#putu#,#puku#
#butu#,#puku#
#bula#,#pula#
#bulut#,#pulu#
#bulut#,#pulu#
#buŋa#,#puna#
#buku#,#puʔu#
#buu#,#puː#
#ʔusan#,#ua#
#ʔusila#,#uila#
#ʔuraŋ#,#ula#
#ule#,#ule#
#waʔe#,#wae#
#wanse#,#wae#
#wase#,#wae#
#papa#,#waha#
#papaʔ#,#waha#
#papian#,#wahie#
#papine#,#wahine#
#papo#,#waho#
#wao#,#wao#
#waɡa#,#waʔa#
#papine#,#waːhine#
#ʔoso#,#oː#
#ʔo#,#oː#
#koe#,#ʔoe#
#kani#,#ʔai#
#kapuʔ#,#ʔapu#
#kakawa#,#ʔaʔawa#
#e#,#ʔe#
#e#,#e#
#kali#,#ʔeli#
#keli#,#ʔeli#
#kali#,#ʔali#
#keli#,#ʔali#
#kiadʒo#,#ʔiako#
#kulit#,#ʔili#
#kiki#,#ʔiʔi#
#kobit#,#ʔopi#
#koki#,#ʔoʔi#
#soka#,#ʔoː#
#kodʒom#,#ʔoː#
