input,output
#tapun#,#ahu#
#bakbak#,#baba#
#baba#,#baha#
#peceʔ#,#bota#
#buaʔ#,#bua#
#demdem#,#dodo#
#babaw#,#haho#
#panaʔ#,#hana#
#batux#,#hau#
#piliʔ#,#hiri#
#bituʔen#,#hiʔu#
#peɲu#,#honu#
#beli#,#hori#
#buʔaja#,#huasa#
#punti#,#huɡi#
#bubu#,#huhu#
#i#,#i#
#ia#,#ia#
#kiaw#,#kiokio#
#manuk#,#manu#
#mesmes#,#momo#
#ni#,#ni#
#ʔetaʔ#,#oɡa#
#ʔenaj#,#one#
#enem#,#ono#
#telu#,#oru#
#daŋdaŋ#,#rara#
#dalem#,#raro#
#lahud#,#rau#
#lawaʔ#,#rawa#
#laŋaw#,#raŋo#
#lima#,#rima#
#demdem#,#rodo#
#pidʒax#,#siha#
#tuduʔ#,#suru#
#susu#,#susu#
#sedu#,#toru#
#sepsep#,#toto#
#tubah#,#uha#
#ʔumah#,#umwa#
#ʔudaŋ#,#ura#
#ʔuledʒ#,#uro#
#tuzuʔ#,#usu#
#walu#,#waru#
#kapit#,#ʔahi#
#kilala#,#ʔirara#
#keŋkeŋ#,#ʔoʔo#
