input,output
#ʔanitu#,#anut#
#ʔawa#,#au#
#buliʔ#,#bul#
#puliŋ#,#buli#
#peɲu#,#fon#
#buaʔ#,#fu#
#bukbuk#,#fuf#
#puʔun#,#fun#
#buka#,#fuʔe#
#ilaw#,#il#
#keŋkeŋ#,#kokoŋ#
#kuak#,#kuak#
#lakadʒ#,#la#
#ladʒih#,#las#
#laŋen#,#luŋ#
#mai#,#mai#
#mama#,#mam#
#mamaʔ#,#mam#
#muʔuŋ#,#mu#
#ɲamit#,#nam#
#ɲatuʔ#,#nat#
#ninih#,#nini#
#paŋedan#,#pad#
#banua#,#panu#
#pispis#,#pipi#
#bitik#,#pit#
#pirit#,#pizi#
#talih#,#tali#
#taneʔ#,#tan#
#tajtaj#,#tet#
#tidem#,#tidom#
#tiktik#,#titi#
#tekas#,#to#
#teken#,#tok#
#tui#,#tui#
#turiŋ#,#tuz#
#huʔu#,#u#
#ʔutan#,#ud#
#ukuk#,#uk#
#ʔuma#,#um#
#udehi#,#uzi#
#hapuj#,#ja#
