input,output
#hapuj#,#afi#
#hapen#,#afo#
#sai#,#ai#
#ʔanitu#,#aitu#
#zalan#,#ala#
#alali#,#ali#
#ʔaliliŋ#,#alili#
#ʔadep#,#alo#
#ʔasu#,#asu#
#ʔasu#,#asu#
#ʔataj#,#ate#
#ʔatep#,#ato#
#atu#,#atu#
#ʔatuan#,#atua#
#ʔatulaj#,#atule#
#ʔawan#,#ava#
#sawaʔ#,#ava#
#ʔawa#,#ava#
#haŋin#,#aŋi#
#baba#,#fafa#
#paŋedan#,#fala#
#balaj#,#fale#
#panaw#,#fano#
#banua#,#fanua#
#pauʔ#,#fao#
#pantar#,#fata#
#patar#,#fata#
#pirit#,#fili#
#bilit#,#fili#
#bitik#,#fiti#
#peceʔ#,#foa#
#betu#,#fotu#
#buaʔ#,#fua#
#buhat#,#fua#
#puliŋ#,#fuli#
#bulu#,#fulu#
#bulu#,#fulu#
#butun#,#futu#
#buŋa#,#fuŋa#
#buka#,#fuʔe#
#paja#,#faː#
#epat#,#faː#
#paʔa#,#faː#
#ia#,#ia#
#ʔila#,#ila#
#irid#,#ili#
#ʔuledʒ#,#ilo#
#inum#,#inu#
#ʔitaʔ#,#ita#
#hikan#,#iʔa#
#ikaj#,#iʔe#
#lambeɡ#,#lafo#
#dalem#,#lalo#
#danum#,#lanu#
#dahun#,#lau#
#laŋit#,#laŋi#
#laŋaw#,#laŋo#
#lakadʒ#,#laʔa#
#laŋkaʔ#,#laʔa#
#lisehaʔ#,#lia#
#liseʔah#,#lia#
#limut#,#limu#
#liu#,#liu#
#lebleb#,#lolo#
#lemiʔ#,#lomi#
#dekuŋ#,#loʔu#
#luaŋ#,#lua#
#duha#,#lua#
#mapu#,#mafu#
#malaŋ#,#mala#
#mamaʔ#,#mama#
#manuk#,#manu#
#madʒa#,#masa#
#mata#,#mata#
#mata#,#mataː#
#misik#,#misimisi#
#misik#,#miti#
#mekmek#,#momo#
#mutu#,#mutu#
#muʔuŋ#,#muː#
#ɲamuk#,#namu#
#ɲaɲuk#,#nanu#
#nepuʔ#,#nofu#
#ʔeti#,#oti#
#baba#,#papa#
#papa#,#papa#
#baŋbaŋ#,#papa#
#papan#,#papa#
#baŋi#,#paŋi#
#pilit#,#pili#
#bibi#,#pipi#
#pikit#,#piʔi#
#piŋkaw#,#piʔo#
#pikel#,#piʔo#
#bulan#,#pula#
#bulat#,#pula#
#buliʔ#,#pule#
#bulut#,#pulu#
#salaʔ#,#sala#
#zalateŋ#,#salato#
#sakaŋ#,#saʔa#
#simpa#,#sipa#
#sisi#,#sisi#
#seŋet#,#soŋo#
#seŋkar#,#soʔa#
#sekaŋ#,#soʔa#
#suat#,#sua#
#suli#,#suli#
#suluŋ#,#sulu#
#suluʔ#,#sulu#
#suŋkit#,#suʔi#
#taʔaj#,#tae#
#tapak#,#tafa#
#tasik#,#tai#
#talisaj#,#talie#
#taliŋa#,#taliŋa#
#tales#,#talo#
#saet#,#tao#
#taʔun#,#tau#
#sauʔ#,#tau#
#tawan#,#tava#
#taŋis#,#taŋi#
#tila#,#tela#
#silaw#,#tilo#
#tindaw#,#tilo#
#tebiʔ#,#tofi#
#teli#,#tole#
#tekas#,#toʔa#
#teken#,#toʔo#
#tuna#,#tuna#
#tunu#,#tunu#
#tubuʔ#,#tupu#
#tumbuʔ#,#tupu#
#tusiʔ#,#tusi#
#tutuŋ#,#tutu#
#ʔuzan#,#ua#
#ʔubi#,#ufi#
#ʔulin#,#uli#
#surup#,#ulu#
#ʔulu#,#ulu#
#ʔumaj#,#ume#
#ʔumun#,#umu#
#ʔuhenap#,#una#
#ʔutan#,#uta#
#udʒan#,#uta#
#ʔutun#,#utu#
#wirit#,#vili#
#zaʔit#,#aːi#
#ʔawas#,#aːua#
#ŋurut#,#ŋulu#
#ŋulŋul#,#ŋuŋu#
#ŋuk#,#ŋuː#
#kapak#,#ʔapa#
#ɡasɡas#,#ʔasi#
#kasaw#,#ʔaso#
#kaskas#,#ʔaʔasi#
#ɡatɡat#,#ʔaʔati#
#kimet#,#ʔemo#
#kiₐ#,#ʔi#
#kinit#,#ʔini#
#ʔisaʔ#,#ʔisa#
#kutu#,#ʔutu#
#kupkup#,#ʔuʔu#
#kik#,#ʔiː#
