input,output
#au#,#au#
#beties#,#betis#
#belaʔ#,#bleaʔ#
#beli#,#blej#
#buaʔ#,#buaʔ#
#bukas#,#bukas#
#bukidʒ#,#bukit#
#buluʔ#,#buluaʔ#
#batux#,#butəw#
#buŋa#,#buŋej#
#zalan#,#daleun#
#danaw#,#daneuw#
#dilaʔ#,#dileaʔ#
#ɡaraŋ#,#ɡaraŋ#
#ipit#,#ipit#
#isi#,#isej#
#kepit#,#kempit#
#laŋaw#,#laŋeuw#
#lima#,#lemo#
#lepaw#,#lepaw#
#likaw#,#likaw#
#lipet#,#lipət#
#mamah#,#mama#
#ʔanibuŋ#,#nibuŋ#
#palu#,#paleuw#
#pasek#,#pasoʔ#
#puluŋ#,#puluŋ#
#sipit#,#sipit#
#susu#,#susaw#
#aku#,#uku#
#ʔuluh#,#ulew#
