input,output
#ʔantatadu#,#atataro#
#ʔajaɡ#,#ajaɡ#
#baties#,#batiʔis#
#bajaw#,#bajaw#
#bajuʔuŋ#,#bajuʔuŋ#
#bilin#,#bilin#
#buhis#,#buhis#
#bukaʔ#,#bukaʔ#
#beladʒ#,#bulad#
#budiŋ#,#buliŋ#
#busuŋ#,#busuŋ#
#bakehaw#,#bakhaw#
#basbas#,#basbas#
#bataʔ#,#bataʔ#
#baŋkaj#,#baŋkaj#
#bilin#,#bilin#
#bekadʒ#,#bukad#
#bukaw#,#bukaw#
#budʒak#,#bulak#
#buliɡ#,#buliɡ#
#beteken#,#butkun#
#daŋsek#,#dasuk#
#dasek#,#dasuk#
#zaʔet#,#daʔut#
#hakep#,#hakup#
#hampaŋ#,#hampaŋ#
#hawan#,#hawan#
#haŋus#,#haŋus#
#hujaŋ#,#hujaŋ#
#kalamaj#,#kalamaj#
#kapin#,#kapin#
#kureb#,#kulub#
#kiraj#,#kilaj#
#laban#,#laban#
#lapit#,#lapit#
#lepuk#,#lupuk#
#lutak#,#lutak#
#liŋas#,#liŋas#
#liŋliŋ#,#liŋliŋ#
#lutuʔ#,#lutuʔ#
#pihak#,#pihak#
#paɡut#,#paɡut#
#panit#,#panit#
#paŋpaŋ#,#paŋpaŋ#
#puliŋ#,#puliŋ#
#salapid#,#salapid#
#siʔud#,#siʔud#
#sanduk#,#sanduk#
#cekcek#,#suksuk#
#sumpaʔ#,#sumpaʔ#
#suŋsuŋ#,#suŋsuŋ#
#suŋu#,#suŋu#
#tambid#,#tabid#
#tabid#,#tabid#
#tikuʔ#,#tikuʔ#
#tisuk#,#tisuk#
#tadtad#,#tadtad#
#tuʔaw#,#tuʔaw#
#ʔudipen#,#ulipun#
#ʔepah#,#upa#
#wasaj#,#wasaj#
#ari#,#ari#
#ʔalesem#,#aslum#
#ilu#,#ilu#
#ʔinit#,#init#
#ʔinut#,#inut#
#itik#,#itik#
#upak#,#upak#
