input,output
#zalan#,#aɡa#
#walu#,#baɡu#
#waʔaj#,#baʔe#
#lawaʔ#,#ɡaba#
#daŋdaŋ#,#ɡaɡa#
#dalem#,#ɡaɡo#
#danaw#,#ɡano#
#laŋaw#,#ɡaŋo#
#lima#,#ɡima#
#depah#,#ɡoha#
#babaw#,#haho#
#panaʔ#,#hana#
#batux#,#hatu#
#esa#,#he#
#bituʔen#,#hetuʔu#
#pidʒax#,#hia#
#piliʔ#,#hiɡi#
#pitu#,#hitu#
#peceʔ#,#hoa#
#peɲu#,#honu#
#buaʔ#,#hua#
#punti#,#huti#
#i#,#i#
#ia#,#ia#
#kita#,#kite#
#nipen#,#niho#
#enem#,#ono#
#buaʔ#,#pua#
#telu#,#toɡu#
#tuduʔ#,#tuɡu#
#tuktuk#,#tutu#
#ŋusuʔ#,#ŋutu#
#ʔadʒaw#,#ʔaso#
#ʔia#,#ʔia#
#ʔenaj#,#ʔone#
#ʔudaŋ#,#ʔuɡa#
#ʔuluh#,#ʔuɡu#
#ʔumaŋ#,#ʔuŋa#
