input,output
#hapin#,#afin#
#ʔabu#,#afu#
#halas#,#alas#
#ambak#,#ambak#
#anak#,#anak#
#ʔataj#,#ate#
#babaʔ#,#babe#
#baliw#,#bal#
#balik#,#balik#
#bara#,#bare#
#baŋa#,#baŋe#
#bedʒbedʒ#,#bebe#
#bekeladʒ#,#belar#
#beluk#,#beluk#
#bulan#,#bulan#
#bunut#,#bunut#
#buʔaja#,#bwaje#
#dalem#,#dalam#
#duha#,#du#
#duha#,#due#
#elak#,#elak#
#empu#,#embu#
#paɡer#,#fakar#
#panas#,#fanas#
#panaj#,#fane#
#epat#,#fat#
#pantar#,#fatar#
#patar#,#fatar#
#peɲu#,#feni#
#buliʔ#,#fuli#
#puŋun#,#fuŋun#
#ia#,#ie#
#ʔilaŋ#,#ilaŋ#
#idʒuŋ#,#iri#
#irid#,#irit#
#ʔiuk#,#iuk#
#kiuk#,#iuk#
#ʔiŋet#,#iŋat#
#kauŋ#,#kau#
#ketuʔ#,#keti#
#kulat#,#kulat#
#kulit#,#kulit#
#kuman#,#kuman#
#lamak#,#lamak#
#latuʔ#,#latu#
#laŋit#,#laŋit#
#ʔaledʒaw#,#lere#
#likut#,#likut#
#ʔaliliŋ#,#lili#
#lisehaʔ#,#lise#
#liseʔah#,#lise#
#luheʔ#,#luwe#
#males#,#malas#
#busuk#,#mbusuk#
#miɲak#,#minak#
#namaw#,#name#
#natad#,#natar#
#nipaj#,#nife#
#ɲikɲik#,#ninik#
#ʔaninu#,#ninu#
#ʔanitu#,#nitu#
#nusa#,#nuse#
#ʔu#,#o#
#ʔu#,#u#
#hutek#,#otak#
#hutek#,#utak#
#banua#,#pnue#
#datu#,#ratu#
#zawa#,#rawe#
#salaʔ#,#sale#
#sambak#,#sambak#
#saŋa#,#saŋe#
#siŋkul#,#sikul#
#sisir#,#sisir#
#siwa#,#siu#
#sumaŋed#,#smaŋat#
#suʔan#,#suan#
#suluʔ#,#sulu#
#talih#,#tali#
#tasak#,#tasak#
#tasik#,#tasik#
#teken#,#tean#
#tebuh#,#tefu#
#ʔatimun#,#timun#
#tui#,#tui#
#tumah#,#tume#
#tunu#,#tunu#
#ʔuzan#,#udan#
#ʔuledʒ#,#ule#
#ʔulu#,#ulu#
#upun#,#upun#
#ʔutaŋ#,#utaŋ#
#huadʒi#,#wai#
#hasek#,#jasak#
#ŋadʒan#,#ŋare#
#ŋisŋis#,#ŋiŋis#
#ŋuda#,#ŋude#
