input,output
#a#,#aaa#
#aba#,#aba#
#ai#,#ai#
#aja#,#aia#
#aki#,#akiʔ#
#au#,#au#
#babaw#,#babaw#
#basuʔ#,#bahoʔ#
#badʒaʔ#,#baʔ#
#buhet#,#bhut#
#buaj#,#buaj#
#buuŋ#,#buuŋ#
#timu#,#cimu#
#tinun#,#cinun#
#sakut#,#hakut#
#saleŋ#,#hajuŋ#
#i#,#i#
#ima#,#ima#
#ini#,#ini#
#inu#,#inu#
#idas#,#irah#
#ita#,#ita#
#ka#,#kaʔ#
#kita#,#kita#
#ki#,#kiʔ#
#lama#,#lamaʔ#
#mamah#,#mama#
#maʔaw#,#maʔaw#
#na#,#na#
#nuka#,#nukaʔ#
#padʒaj#,#paɡaj#
#pahpah#,#pahpah#
#pipi#,#pipiʔ#
#pidʒax#,#piraʔ#
#pitu#,#pitu#
#ʔanup#,#ʔalup#
#ʔani#,#ʔani#
#ʔataʔ#,#ʔataʔ#
#ʔu#,#ʔu#
#ʔuaŋ#,#ʔuaŋ#
#ʔumah#,#ʔumah#
#damuʔ#,#ramoʔ#
#dapa#,#rapaʔ#
#duma#,#rumaʔ#
#taɲam#,#talam#
#tudiŋ#,#turiŋ#
#walaj#,#walaj#
#waʔit#,#waʔit#
#uŋaj#,#juŋaj#
