input,output
#barat#,#bara#
#beŋbeŋ#,#bobo#
#baba#,#fafa#
#babaw#,#fafo#
#panaʔ#,#fana#
#piliʔ#,#fili#
#pidʒax#,#fita#
#pitu#,#fiu#
#belaʔ#,#fola#
#peɲu#,#fonu#
#batux#,#fou#
#buʔaja#,#fuasa#
#punti#,#fudi#
#i#,#i#
#kiaw#,#kiokio#
#walu#,#kwalu#
#lawaʔ#,#lakʷa#
#dalem#,#lalo#
#lahud#,#lau#
#laŋaw#,#laŋo#
#lima#,#lima#
#manuk#,#manu#
#ni#,#ni#
#telu#,#olu#
#ʔenaj#,#one#
#enem#,#ono#
#daŋdaŋ#,#rara#
#demdem#,#rodo#
#ʔadʒaw#,#sato#
#suksuk#,#susu#
#zalan#,#tala#
#sepsep#,#toto#
#ʔudaŋ#,#ura#
