input,output
#moɲak#,#mona#
#dʒalan#,#aɡa#
#api#,#ahi#
#apon#,#aho#
#ai#,#ai#
#akot#,#ako#
#saman#,#ama#
#ane#,#ane#
#aŋin#,#aŋi#
#aŋo#,#aŋo#
#waɡa#,#baka#
#wao#,#bao#
#sawaŋ#,#basa#
#waʔe#,#baʔe#
#e#,#e#
#lapat#,#ɡaba#
#ralom#,#ɡaɡo#
#lapa#,#ɡaha#
#rano#,#ɡano#
#ranum#,#ɡanu#
#ladʒe#,#ɡase#
#lasa#,#ɡata#
#laŋo#,#ɡaŋo#
#rere#,#ɡeɡe#
#leʔo#,#ɡeʔo#
#loan#,#ɡoa#
#loan#,#ɡoaɡoa#
#ropa#,#ɡoha#
#lomiʔ#,#ɡomi#
#loto#,#ɡoto#
#rua#,#ɡua#
#druru#,#ɡuɡu#
#ruruŋ#,#ɡuɡu#
#padran#,#haɡa#
#bpalalan#,#haɡaɡa#
#alalan#,#haɡaɡa#
#papine#,#hahine#
#papo#,#haho#
#pano#,#hano#
#patu#,#hatu#
#paʔas#,#haʔa#
#paʔot#,#haʔo#
#pea#,#hea#
#panua#,#henua#
#pituʔun#,#hetuʔu#
#pica#,#hia#
#pilit#,#hiɡi#
#piro#,#hiɡo#
#posaʔ#,#hoa#
#pose#,#hoe#
#polac#,#hoɡa#
#polon#,#hoɡo#
#polon#,#hoɡo#
#ponor#,#hono#
#poɲu#,#honu#
#ponuʔ#,#honu#
#potok#,#hoto#
#potok#,#hoto#
#puaʔ#,#hua#
#buaʔ#,#hua#
#buliŋ#,#huɡi#
#pulu#,#huɡu#
#pupula#,#huhuɡa#
#pui#,#hui#
#puke#,#huke#
#pudi#,#huti#
#putun#,#hutu#
#puŋao#,#huŋa#
#irir#,#iɡi#
#sipo#,#iho#
#isi#,#isi#
#kani#,#kai#
#kanoŋ#,#kano#
#kanon#,#kano#
#kaso#,#kaso#
#katapa#,#kataha#
#ki#,#ki#
#kiadʒo#,#kiato#
#kulit#,#kiɡi#
#koe#,#koe#
#koka#,#koka#
#kodʒom#,#koso#
#ɡurat#,#kuɡa#
#mai#,#mai#
#mamis#,#mami#
#mana#,#mana#
#maɲawa#,#manaba#
#manoŋi#,#manoŋi#
#masakit#,#masaki#
#matakut#,#mataku#
#mate#,#mate#
#matolu#,#matoɡu#
#matuʔa#,#matuʔa#
#maŋa#,#maŋa#
#maʔaɲur#,#maʔanu#
#misi#,#misi#
#motus#,#motu#
#muri#,#muɡi#
#muʔa#,#muʔa#
#nipon#,#niho#
#nofo#,#noho#
#nonok#,#nono#
#oro#,#oɡo#
#onom#,#ono#
#soŋe#,#oŋe#
#balai#,#paɡai#
#balaŋi#,#paɡaŋi#
#palus#,#paɡu#
#pani#,#pani#
#baban#,#papa#
#belu#,#peɡu#
#bweka#,#peka#
#benu#,#penu#
#bebe#,#pepe#
#biko#,#piko#
#piko#,#piko#
#bibi#,#pipi#
#bito#,#pito#
#popok#,#popo#
#bua#,#pua#
#puaʔ#,#pua#
#buaʔ#,#pua#
#pulan#,#puɡa#
#buliʔ#,#puɡe#
#bulut#,#puɡu#
#buku#,#puku#
#pusi#,#pusi#
#buŋa#,#puŋa#
#sabu#,#sahu#
#sikop#,#siko#
#siku#,#siku#
#soka#,#soka#
#sumu#,#sumu#
#da#,#taa#
#tari#,#taɡi#
#talise#,#taɡie#
#talise#,#taɡie#
#taliŋa#,#taɡiŋa#
#talos#,#taɡo#
#tape#,#tahe#
#takua#,#takua#
#tanum#,#tanu#
#dʒaot#,#tao#
#tabu#,#tapu#
#saur#,#tau#
#tau#,#tau#
#taŋa#,#taŋa#
#taŋapa#,#taŋaha#
#taʔe#,#taʔe#
#taʔo#,#taʔo#
#dʒila#,#tiɡa#
#tiro#,#tiɡo#
#tika#,#tika#
#tinaʔe#,#tinaʔe#
#topiʔ#,#tohi#
#tokalaur#,#tokeɡau#
#tokon#,#toko#
#tonuʔ#,#tonu#
#toto#,#toto#
#toʔa#,#toʔa#
#tuli#,#tuɡi#
#turuʔ#,#tuɡu#
#tupa#,#tuha#
#tubuʔ#,#tupu#
#tupuʔ#,#tupu#
#tutuk#,#tutu#
#tuʔa#,#tuʔa#
#tuʔur#,#tuʔu#
#ule#,#uɡe#
#uka#,#uka#
#unus#,#unu#
#uɲus#,#unu#
#uso#,#uso#
#usu#,#usu#
#ucan#,#uta#
#ŋalu#,#ŋaɡu#
#mwata#,#ŋata#
#ŋau#,#ŋau#
#ʔarop#,#ʔaɡo#
#ʔarop#,#ʔalo#
#kanoŋ#,#ʔano#
#ʔaso#,#ʔaso#
#ʔaco#,#ʔaso#
#ʔasu#,#ʔasu#
#ʔatop#,#ʔato#
#ʔatun#,#ʔatu#
#ʔasu#,#ʔau#
#ʔone#,#ʔone#
#ʔo#,#ʔoo#
#ʔoso#,#ʔoso#
#ʔoti#,#ʔoti#
#ʔusan#,#ʔua#
#ʔuraŋ#,#ʔuɡa#
#ʔulu#,#ʔuɡu#
#ʔulua#,#ʔuɡua#
#ʔuku#,#ʔuku#
#ʔunap#,#ʔuna#
#ʔuto#,#ʔuto#
#ʔutup#,#ʔutu#
#ʔumwaŋ#,#ʔuŋa#
