input,output
#ŋadʒan#,#aran#
#ʔabu#,#akkuh#
#anak#,#anaʔ#
#ʔataj#,#ataj#
#aɲam#,#aɲiːm#
#ʔaŋap#,#aŋaʔ#
#baliw#,#baluj#
#beli#,#belih#
#betaw#,#betaw#
#buʔaja#,#bidʒih#
#biŋkuŋ#,#bikoŋ#
#bataŋ#,#bitaŋ#
#bahu#,#biʔoh#
#bukuh#,#bukkoh#
#bulan#,#bulin#
#bulu#,#buluh#
#bunuʔ#,#buno#
#bunbun#,#bupun#
#buŋa#,#buŋeh#
#diŋdiŋ#,#diciŋ#
#zauʔ#,#dio#
#dahun#,#dion#
#ʔaledʒaw#,#iciw#
#kahiw#,#kadʒuh#
#kamu#,#kam#
#hebut#,#keuʔ#
#lakaw#,#lakaw#
#laki#,#lakkeh#
#duha#,#ləbbeh#
#laʔia#,#lədʒəh#
#manuk#,#manoʔ#
#ʔanibuŋ#,#niuŋ#
#hapedʒiʔ#,#peci#
#bahaʔ#,#pi#
#buhek#,#puk#
#pusedʒ#,#pusən#
#putiʔ#,#pute#
#tawa#,#tabeh#
#talih#,#talleh#
#taʔun#,#taun#
#taŋis#,#taŋeh#
#tian#,#tidʒan#
#ʔatimun#,#timon#
#bituka#,#tukkeh#
#tebuh#,#təppuh#
#ʔajuju#,#udʒuh#
