input,output
#ʔabin#,#abin#
#aɡu#,#aɡo#
#aŋkup#,#akop#
#hakut#,#akot#
#aluŋ#,#aloŋ#
#ʔamihan#,#amian#
#ampaw#,#ampaw#
#anak#,#anak#
#ʔanibuŋ#,#aniboŋ#
#ʔanilaw#,#anilaw#
#ʔanit#,#anit#
#atel#,#antel#
#haphap#,#apap#
#ʔampus#,#apos#
#ʔapus#,#apos#
#hapuj#,#apoj#
#hapuhap#,#apoʔap#
#adamaj#,#aramaj#
#hadʒek#,#arek#
#huadʒi#,#ari#
#hasaŋ#,#asaŋ#
#hasek#,#asek#
#ʔataj#,#ataj#
#ʔatep#,#atep#
#ʔatiŋ#,#atiŋ#
#ajuŋ#,#ajoŋ#
#ʔaŋab#,#aŋab#
#haŋin#,#aŋin#
#babaʔ#,#babaʔ#
#badiʔ#,#badiʔ#
#baɡal#,#baɡal#
#baɡeʔaŋ#,#baɡaŋ#
#balalatuk#,#balalatok#
#bales#,#bales#
#balik#,#balik#
#balu#,#balo#
#baliw#,#baloj#
#baluʔ#,#baloʔ#
#batad#,#bantad#
#balidʒa#,#barira#
#baseʔ#,#basaʔ#
#batuk#,#batok#
#bahu#,#baw#
#baba#,#bawa#
#baŋun#,#baŋon#
#bekaʔ#,#bekaʔ#
#bekuɡ#,#bekoɡ#
#beŋkuŋ#,#bekokoŋ#
#beŋkuŋ#,#bekoŋ#
#beŋbeŋ#,#bembeŋ#
#besek#,#bensek#
#besiʔ#,#bensiʔ#
#besiʔ#,#besiʔ#
#betek#,#betek#
#betiʔ#,#betiʔ#
#betu#,#beto#
#betu#,#beto#
#bentur#,#betor#
#betur#,#betor#
#beŋaʔ#,#beŋaʔ#
#beŋel#,#beŋel#
#beŋis#,#beŋis#
#beŋit#,#beŋit#
#beŋkas#,#beŋkas#
#beŋkuʔ#,#beŋkoʔ#
#birbir#,#bibir#
#bitbit#,#bibit#
#bilik#,#bilik#
#biluk#,#bilok#
#bintiʔ#,#bintiʔ#
#bitbit#,#bitbit#
#bual#,#boal#
#buat#,#boat#
#buhat#,#boat#
#buʔaja#,#boaja#
#buaʔ#,#boaʔ#
#bukbuk#,#bobok#
#busbus#,#bobos#
#butbut#,#bobot#
