input,output
#ʔahelu#,#alu#
#anak#,#ana#
#hapuj#,#api#
#ʔataj#,#ate#
#ʔatep#,#ate#
#ʔabu#,#awu#
#haŋin#,#aŋi#
#bahi#,#fai#
#beɲan#,#fena#
#idʒuŋ#,#idʒu#
#ʔilaw#,#ila#
#kahiw#,#kaju#
#laluŋ#,#lalu#
#ʔaledʒaw#,#ledʒa#
#leku#,#leku#
#ludaʔ#,#lura#
#panaw#,#mbana#
#tuhud#,#mbuku#
#nakaw#,#naka#
#nanaʔ#,#nana#
#naŋuj#,#naŋu#
#paniki#,#niki#
#hutek#,#ote#
#periŋ#,#peri#
#pusedʒ#,#puse#
#daki#,#raki#
#duha#,#rua#
#tawa#,#tawa#
#taʔi#,#taʔi#
#ʔatimun#,#timu#
#tuli#,#tuli#
#ʔuhenap#,#una#
#ʔutan#,#uta#
#ʔutin#,#uti#
#ʔubi#,#uwi#
#baliw#,#vali#
#bahu#,#wau#
#beli#,#weli#
#bena#,#wena#
