input,output
#aŋkup#,#akup#
#aluŋ#,#aluŋ#
#anak#,#anak#
#ʔatep#,#atep#
#ʔataj#,#atej#
#ʔabu#,#avu#
#awaŋ#,#awaŋ#
#bakes#,#baɡkes#
#bahi#,#bahi#
#bakes#,#bakes#
#balu#,#balu#
#baliw#,#baluj#
#baluʔ#,#baluʔ#
#bataŋ#,#bataŋ#
#batu#,#batu#
#baba#,#bava#
#babaʔ#,#bavaʔ#
#baŋbaŋ#,#baŋbaŋ#
#baɡeʔaŋ#,#baɣaŋ#
#baʔas#,#baʔas#
#bedʒbedʒ#,#bedbed#
#bekbek#,#bekbek#
#besiʔ#,#bensiʔ#
#benut#,#benut#
#becik#,#besik#
#betiʔ#,#betiʔ#
#betu#,#betu#
#beŋel#,#beŋel#
#beŋit#,#beŋit#
#beŋkas#,#beŋkas#
#beʔbeʔ#,#beʔbeʔ#
#bintiŋ#,#bintiŋ#
#bitbit#,#bitbit#
#bitil#,#bitil#
#bituka#,#bituka#
#biŋkuŋ#,#biŋkuŋ#
#buta#,#bota#
#bukbuk#,#bukbuk#
#bukuh#,#buku#
#bulan#,#bulan#
#bunbun#,#bumbun#
#buntud#,#buntud#
#bunuʔ#,#bunuʔ#
#busbus#,#busbus#
#busaw#,#busew#
#buta#,#buta#
#buteŋ#,#buteŋ#
#buaʔ#,#buwaʔ#
#buʔaja#,#buʔaja#
#dahun#,#dahun#
#daki#,#daki#
#zalan#,#dalan#
#dalem#,#dalem#
#dalidʒ#,#dalid#
#dateŋ#,#dateŋ#
#daʔan#,#daʔan#
#zaʔat#,#daʔat#
#dekdek#,#dekdek#
#deket#,#deket#
#dilaʔ#,#dilaʔ#
#diʔdiʔ#,#diʔdiʔ#
#dulas#,#dulas#
#dempul#,#dumpel#
#depul#,#dumpel#
#dutdut#,#dutdut#
#duha#,#duwa#
#ʔelaŋ#,#elaŋ#
#ʔelet#,#elet#
#emis#,#emis#
#ʔeneb#,#eneb#
#ʔanibuŋ#,#enivuŋ#
#epit#,#epit#
#epuk#,#epuk#
#epus#,#epus#
#ʔeti#,#eti#
#ʔabated#,#evated#
#eŋut#,#eŋut#
#ɡeret#,#ɡeret#
#ɡiliŋ#,#ɡiliŋ#
#hakut#,#hakut#
#halin#,#halin#
#hapen#,#hapen#
#hapin#,#hapin#
#hapuj#,#hapuj#
