input,output
#meɲak#,#mona#
#zalan#,#aɡa#
#alali#,#aɡi#
#hapuj#,#ahi#
#hapen#,#aho#
#sai#,#ai#
#hasaŋ#,#asa#
#atu#,#atu#
#haŋin#,#aŋi#
#lawaʔ#,#ɡaba#
#daŋdaŋ#,#ɡaɡa#
#dalem#,#ɡaɡo#
#danum#,#ɡanu#
#dahun#,#ɡau#
#laŋit#,#ɡaŋi#
#laŋaw#,#ɡaŋo#
#limut#,#ɡimu#
#liʔepit#,#ɡipi#
#liʔpit#,#ɡipi#
#lemiʔ#,#ɡomi#
#luaʔ#,#ɡua#
#duha#,#ɡua#
#duŋduŋ#,#ɡuɡu#
#epat#,#haa#
#paŋedan#,#haɡa#
#panaw#,#hano#
#batu#,#hatu#
#paʔa#,#haʔa#
#baʔas#,#haʔa#
#paʔet#,#haʔo#
#banua#,#henua#
#pirit#,#hiɡi#
#bilit#,#hiɡi#
#peceʔ#,#hoa#
#bekeladʒ#,#hoɡa#
#peɲu#,#honu#
#buaʔ#,#hua#
#puliŋ#,#huɡi#
#bulu#,#huɡu#
#buka#,#huke#
#butun#,#hutu#
#ia#,#ia#
#irid#,#iɡi#
#hikan#,#ika#
#kasaw#,#kaso#
#kasaw#,#kaso#
#kimet#,#kemo#
#kiₐ#,#ki#
#kilat#,#kiɡa#
#kulit#,#kiɡi#
#kutu#,#kutu#
#mamaʔ#,#mama#
#madʒa#,#masa#
#mata#,#mata#
#mimi#,#mimi#
#mutu#,#mutu#
#ɲamuk#,#namu#
#neknek#,#nono#
#baku#,#paku#
#papan#,#papa#
#pilit#,#piɡi#
#pikel#,#piko#
#piŋkaw#,#piko#
#bibi#,#pipi#
#picik#,#pisipisi#
#bekbek#,#popo#
#buaʔ#,#pua#
#bulan#,#puɡa#
#buliʔ#,#puɡe#
#bukuh#,#puku#
#salaʔ#,#saɡa#
#cikep#,#siko#
#sisi#,#sisi#
#surup#,#suɡu#
#suŋkit#,#suki#
#talisaj#,#taɡie#
#taliŋa#,#taɡiŋa#
#tales#,#taɡo#
#tasik#,#tai#
#saet#,#tao#
#taŋis#,#taŋi#
#taʔaj#,#taʔe#
#taʔun#,#taʔu#
#tindaw#,#tiɡo#
#tebiʔ#,#tohi#
#teken#,#toko#
#tuli#,#tuɡi#
#tuna#,#tuna#
#tunu#,#tunu#
#tubuʔ#,#tupu#
#tumbuʔ#,#tupu#
#tusiʔ#,#tusi#
#tutuŋ#,#tutu#
#hunus#,#unu#
#huɲus#,#unu#
#udʒan#,#uta#
#ŋik#,#ŋii#
#ŋuŋŋuŋ#,#ŋuuŋuu#
#ŋuŋuŋ#,#ŋuuŋuu#
#ʔutun#,#ʔutu#
#ʔaliliŋ#,#ʔaɡiɡi#
#ʔadep#,#ʔaɡo#
#ʔanitu#,#ʔaitu#
#ʔadep#,#ʔalo#
#ʔasu#,#ʔasu#
#ʔataj#,#ʔate#
#ʔatep#,#ʔato#
#ʔatuan#,#ʔatua#
#ʔila#,#ʔiɡa#
#ʔitaʔ#,#ʔita#
#ʔeti#,#ʔoti#
#ʔuzan#,#ʔua#
#ʔulu#,#ʔuɡu#
#ʔubi#,#ʔuhi#
#ʔumaj#,#ʔume#
#ʔumun#,#ʔumu#
#ʔuhenap#,#ʔuna#
#ʔutan#,#ʔuta#
#ʔutud#,#ʔutu#
