input,output
#hadʒek#,#adək#
#hadu#,#adəw#
#kakaʔ#,#akaːʔ#
#sakit#,#aket#
#batu#,#bataw#
#bahu#,#biu#
#bukbuk#,#busuəʔ#
#baseʔ#,#bəiʔ#
#zalan#,#dalaan#
#adani#,#danaiʔ#
#diŋdiŋ#,#diriə#
#duha#,#dufih#
#dahun#,#dun#
#ia#,#iəh#
#zauʔ#,#dʒəuʔ#
#kahiw#,#kacəw#
#kasaw#,#kasaaw#
#kilat#,#kicət#
#kulat#,#kulaat#
#kutu#,#kutəw#
#laki#,#laaj#
#laledʒ#,#lalət#
#lubaŋ#,#lubiə#
#laʔia#,#ləcih#
#leput#,#ləpuːt#
#manuk#,#manoəʔ#
#mata#,#matəh#
#pudun#,#muduːn#
#pulut#,#mulot#
#nipaʔ#,#nipaaʔ#
#paɡer#,#pakin#
#puket#,#pukət#
#pulut#,#pulot#
#puʔun#,#pun#
#putiʔ#,#putaiʔ#
#putul#,#puton#
#pusedʒ#,#puət#
#sila#,#silah#
#bahaʔ#,#səiʔ#
#taʔaj#,#taaiʔ#
#talih#,#talaj#
#taneʔ#,#tanaaʔ#
#taŋis#,#taŋaj#
#tian#,#ticin#
#taʔun#,#ton#
#tuʔu#,#tuəw#
#tesek#,#təsək#
#tebuh#,#təsəw#
