input,output
#a#,#a#
#ʔabu#,#abu#
#ami#,#ami#
#ʔapedʒux#,#apuzu#
#ala#,#ara#
#babaw#,#babaw#
#batux#,#batu#
#basuʔ#,#bazu#
#benan#,#benan#
#bituʔen#,#bintun#
#buhet#,#buhut#
#bukas#,#bukat#
#bunadʒ#,#bunad#
#buluʔ#,#buru#
#daŋdaŋ#,#dadaŋ#
#daki#,#daki#
#damuʔ#,#damu#
#zalan#,#daran#
#dadʒam#,#daxam#
#daja#,#daja#
#zekzek#,#dekedek#
#di#,#di#
#dua#,#dua#
#dukduk#,#dukuduk#
#ima#,#ima#
#ina#,#ina#
#ini#,#ini#
#ita#,#ita#
#ka#,#ka#
#kabit#,#kabit#
#kakak#,#kakak#
#kapua#,#kapua#
#kita#,#kita#
#kudkud#,#kudukut#
#ramiɡ#,#lamik#
#mamah#,#mamah#
#mudʒiŋ#,#muziŋ#
#ni#,#ni#
#nu#,#nu#
#nunuh#,#nunuh#
#pantuk#,#patuk#
#patuk#,#patuk#
#padʒaj#,#pazaj#
#paŋa#,#paŋa#
#pespes#,#pepet#
#punuʔ#,#punu#
#pudʒa#,#puza#
#lahud#,#rahud#
#lahud#,#rahut#
#laŋaw#,#raŋaw#
#lebleb#,#reberep#
#tadaw#,#tadaw#
#taɲam#,#talam#
#tanaʔ#,#tana#
#tata#,#tata#
#titu#,#titu#
#telu#,#turu#
#ʔelud#,#urud#
#ʔelud#,#urut#
#walaj#,#waraj#
#sakaj#,#zakaj#
#debdeb#,#zebezep#
#sihikaj#,#zihikaj#
#sikux#,#ziku#
#supaj#,#zupaj#
#debdeb#,#zəbəzəb#
#ŋalŋal#,#ŋaraŋar#
#ŋawŋaw#,#ŋawŋaw#
#ʔajam#,#ʔaiam#
#ʔuaj#,#ʔuaj#
