input,output
#a#,#a#
#adʒem#,#anem#
#ala#,#ara#
#aim#,#arim#
#baba#,#baba#
#babaw#,#babaw#
#balbal#,#babbal#
#babuj#,#babuj#
#baʔi#,#bai#
#baliw#,#baliw#
#banaw#,#banaw#
#badʒiw#,#baniw#
#baki#,#baʔi#
#batu#,#battu#
#baŋun#,#baŋun#
#betik#,#betiʔ#
#beties#,#betis#
#bitbit#,#bibit#
#bilaŋ#,#biraŋ#
#birbir#,#birbir#
#biʔut#,#biut#
#batux#,#btu#
#bubu#,#bubu#
#bula#,#bura#
#ʔa#,#i#
#ʔabu#,#ibu#
#aku#,#iku#
#iŋepis#,#impis#
#iŋpis#,#impis#
#ʔipit#,#ipit#
#ipit#,#ipit#
#ʔalad#,#irar#
#isa#,#issa#
#ita#,#ita#
#iŋepis#,#iŋpis#
#iŋpis#,#iŋpis#
#iŋsuŋ#,#iŋsuŋ#
#ka#,#ka#
#kapit#,#kapit#
#kawaj#,#kawaj#
#kepit#,#kepit#
#kapua#,#kpua#
#ketun#,#ktun#
#alim#,#marim#
#mumu#,#mummu#
#na#,#na#
#naj#,#naj#
#ŋadʒan#,#naŋan#
#ni#,#ni#
#pa#,#pa#
#paid#,#paiz#
#padʒaj#,#panaj#
#panaʔ#,#pani#
#paen#,#pann#
#pespes#,#pespes#
#piad#,#piaz#
#pikuʔ#,#piku#
#pikpik#,#piʔpiʔ#
#pitu#,#pitu#
#piŋi#,#piŋi#
#punuʔ#,#punuʔ#
#puteʔ#,#puti#
#peɲu#,#pənu#
#kabus#,#ʔabus#
#kaen#,#ʔan#
#kak#,#ʔaʔ#
#kaka#,#ʔaʔa#
#kipit#,#ʔipit#
#kita#,#ʔita#
#kiwkiw#,#ʔiwʔiw#
#kudkud#,#ʔuʔuz#
#lapis#,#rapis#
#lapus#,#rapus#
#zalan#,#razan#
#laŋaw#,#raŋaw#
#lepaw#,#repaw#
#lima#,#rima#
#lupas#,#rupas#
#sa#,#sa#
#sa#,#sa#
#sakaj#,#saʔaj#
#sakut#,#saʔut#
#sikux#,#siku#
#sipit#,#sipit#
#sidu#,#sizu#
#suksuk#,#suksuk#
#supsup#,#supsup#
#tabi#,#tabi#
#tabtab#,#tabtab#
#tabukul#,#tabukul#
#tanaʔ#,#tani#
#tapun#,#tapun#
#tatak#,#tatak#
#tebek#,#tbeʔ#
#tabukul#,#tbukul#
#tekep#,#tekep#
#tanajan#,#tenajan#
#tepeŋ#,#tepeŋ#
#taina#,#tina#
#tukad#,#tuʔaz#
#turis#,#turis#
#telu#,#turu#
#tepik#,#təpiʔ#
#ʔuman#,#uman#
#ʔumaŋ#,#umaŋ#
#udʒuŋ#,#unuŋ#
#basbas#,#vasvas#
#ja#,#ja#
#damuʔ#,#zamu#
#daki#,#zaʔi#
#daja#,#zaja#
#daŋdaŋ#,#zazaŋ#
#deŋdeŋ#,#zeŋzeŋ#
#depah#,#zpi#
#duma#,#zuma#
#ŋadʒaj#,#ŋaŋaj#
#ŋalŋal#,#ŋaŋŋar#
#ʔetut#,#ʔetut#
#ʔuaj#,#ʔuwaj#
