input,output
#ʔabu#,#abu#
#ʔaledʒaw#,#adlaw#
#ʔahelu#,#alhu#
#ambak#,#ambak#
#ampaw#,#ampaw#
#ʔamihan#,#amihan#
#ʔanahaw#,#anahaw#
#anak#,#anak#
#ʔanibuŋ#,#anibuŋ#
#ʔanilaw#,#anilaw#
#ʔaninu#,#aninu#
#ʔanitu#,#anitu#
#apeled#,#aplud#
#ampu#,#apu#
#ʔasu#,#asu#
#ʔataj#,#ataj#
#ʔatep#,#atup#
#aw#,#aw#
#awaŋ#,#awaŋ#
#ba#,#ba#
#baɡeʔaŋ#,#baɡʔaŋ#
#bahaʔ#,#bahaʔ#
#bakes#,#bakus#
#balalatuk#,#balalatuk#
#badas#,#balas#
#balaj#,#balaj#
#banah#,#bana#
#banua#,#banwa#
#badiʔ#,#bariʔ#
#baseʔ#,#basaʔ#
#batad#,#batad#
#batu#,#batu#
#bawbaw#,#bawbaw#
#baŋkal#,#baŋkal#
#bikaʔ#,#bikaʔkaʔ#
#bili#,#bili#
#bisbis#,#bisbis#
#bitbit#,#bitbit#
#bitik#,#bitik#
#bities#,#bitiʔis#
#biŋkuŋ#,#biŋkuŋ#
#biŋkas#,#biŋkas#
#biŋaʔ#,#biŋaʔ#
#bubun#,#bubun#
#bubuŋ#,#bubuŋ#
#bedʒbedʒ#,#budbud#
#betas#,#buɡtas#
#buhek#,#buhuk#
#bekeladʒ#,#buklad#
#buka#,#buka#
#buŋkas#,#bukas#
#bukas#,#bukas#
#bukuh#,#buku#
#buŋkul#,#bukul#
#buŋkul#,#bukul#
#budaʔ#,#bulaʔ#
#budʒeʔ#,#bulaʔ#
#buri#,#buli#
#bulut#,#bulut#
#bunbun#,#bunbun#
#bezak#,#bundak#
#buntul#,#buntul#
#bunut#,#bunut#
#buʔeni#,#bunʔi#
#betu#,#butu#
#butu#,#butu#
#betu#,#butu#
#beŋkas#,#buŋkas#
#buŋkas#,#buŋkas#
#bukas#,#buŋkas#
#buŋkul#,#buŋkul#
#beŋel#,#buŋul#
#buʔbuʔ#,#buʔbuʔ#
#buʔaja#,#buʔaja#
#baba#,#baba#
#bahuʔ#,#bahuʔ#
#baka#,#baka#
#bakaʔ#,#bakaʔ#
#baŋkuʔ#,#bakuʔ#
#bakuʔ#,#bakuʔ#
#bali#,#bali#
#balik#,#balik#
#baliw#,#baliw#
#baludʒ#,#balud#
#baruk#,#baluk#
#baɲaw#,#banaw#
#bataŋ#,#bataŋ#
#batek#,#batuk#
#bahi#,#baji#
#baŋkaʔ#,#baŋkaʔ#
#baŋun#,#baŋun#
#baʔbaʔ#,#baʔbaʔ#
#bibi#,#bibi#
#biladʒ#,#bilad#
#binehiʔ#,#binhiʔ#
#binit#,#binit#
#binit#,#binit#
#bitas#,#bitas#
#buhat#,#buhat#
#buhat#,#buhat#
#bukal#,#bukal#
