input,output
#a#,#a#
#ʔanitu#,#aitu#
#paŋedan#,#ara#
#zalan#,#ara#
#salaʔ#,#ara#
#ʔadep#,#aro#
#ʔataj#,#ate#
#ʔatep#,#ato#
#atu#,#atu#
#batu#,#atu#
#haŋin#,#aŋi#
#hapuj#,#aʔi#
#hapen#,#aʔo#
#hikan#,#ika#
#ikaj#,#ike#
#ʔina#,#ina#
#ʔitaʔ#,#ita#
#kapak#,#kapa#
#kiₐ#,#ki#
#kulit#,#kiri#
#kutu#,#kutu#
#danum#,#lanu#
#mamaʔ#,#mama#
#manuk#,#manu#
#mata#,#mata#
#mimi#,#mimi#
#ʔumun#,#mu#
#ɲamuk#,#namu#
#ninih#,#nini#
#seŋkar#,#oka#
#ʔeti#,#oti#
#pilit#,#piri#
#daʔih#,#rae#
#dalem#,#raro#
#dahun#,#rau#
#laŋit#,#raŋi#
#laŋaw#,#raŋo#
#lisehaʔ#,#ria#
#liseʔah#,#ria#
#limut#,#rimu#
#lemiʔ#,#romi#
#luaŋ#,#rua#
#duha#,#rua#
#tasik#,#tai#
#saet#,#tao#
#tales#,#taro#
#taʔun#,#tau#
#taŋis#,#taŋi#
#tindaw#,#tiro#
#tiup#,#tiu#
#tekas#,#toka#
#teken#,#toko#
#tuna#,#tuna#
#tunu#,#tunu#
#tubuʔ#,#tupu#
#tumbuʔ#,#tupu#
#tuli#,#turi#
#tusiʔ#,#tuʔi#
#ʔubi#,#ui#
#ʔumaj#,#ume#
#suli#,#uri#
#uliʔ#,#uri#
#surup#,#uru#
#ʔutan#,#uta#
#udʒan#,#uta#
#wirit#,#viri#
#epat#,#aː#
#ŋurut#,#ŋuru#
#uu#,#uː#
