input,output
#batux#,#batuh#
#buʔaja#,#buajeh#
#buʔaja#,#buajəh#
#daŋdaŋ#,#dadaŋ#
#zalan#,#dalan#
#dalem#,#dalem#
#daja#,#dajeh#
#demdem#,#decem#
#depah#,#defeh#
#depuŋ#,#defuŋ#
#sepiʔ#,#efiʔ#
#padʒaj#,#fadej#
#pekpek#,#fefek#
#pukpuk#,#fufuk#
#ɡutɡut#,#ɡuɡut#
#kapit#,#kafit#
#kudʒa#,#kudəh#
#labaw#,#labo#
#lasuʔ#,#lauʔ#
#lipen#,#lifen#
#likaw#,#liko#
#lima#,#liməh#
#lahud#,#lood#
#lubaŋ#,#lubaŋ#
#luludʒ#,#lulud#
#luludʒ#,#lulud#
#zalan#,#nalan#
#tuked#,#nuked#
#padʒaj#,#pade#
#taʔan#,#taan#
#teda#,#teceh#
#takut#,#toot#
#tubah#,#tubeh#
#tuzuʔ#,#tuduʔ#
#tuked#,#tuked#
#tuktuk#,#tutuk#
#telu#,#təluh#
#suksuk#,#uuk#
#ŋerŋer#,#ŋeŋer#
