input,output
#alaʔ#,#ala#
#asu#,#asoʔ#
#ʔabu#,#avoʔ#
#ʔaɲud#,#aɲun#
#ʔaɲud#,#aɲur#
#ʔaŋʔaŋ#,#aŋaŋ#
#baliw#,#baluj#
#badʒaʔ#,#bara#
#badʒaʔ#,#bara#
#baseʔ#,#basa#
#batux#,#batoʔ#
#babuj#,#bavuj#
#babuj#,#bavuj#
#beli#,#beleʔ#
#beriʔ#,#beri#
#beties#,#betih#
#buaʔ#,#bua#
#buluʔ#,#bulu#
#buluʔ#,#bulu#
#bubu#,#buvoʔ#
#dalem#,#dalem#
#danaw#,#danaw#
#danaw#,#dano#
#depuŋ#,#depuŋ#
#depah#,#dəpaʔ#
#sabaj#,#habei#
#sapaw#,#hapau#
#ʔasawa#,#hawaʔ#
#sa#,#haʔ#
#sa#,#haʔ#
#sikux#,#hikoʔ#
#ʔia#,#iaʔ#
#idʒan#,#iran#
#ita#,#itaʔ#
#kapkap#,#kakap#
#kalaw#,#kalau#
#kaen#,#kan#
#kawit#,#kawit#
#kawit#,#kawit#
#ŋajaw#,#kajaw#
#ŋajaw#,#kajo#
#kuden#,#kurən#
#dadʒem#,#larem#
#lasuʔ#,#lasu#
#labaw#,#lavaw#
#laŋaw#,#laŋaw#
#lezep#,#ledʒep#
#lepaw#,#lepaw#
#lepaw#,#lepo#
#lima#,#limaʔ#
#ludaʔ#,#lura#
#lubaŋ#,#luvaŋ#
#lubaŋ#,#luvaŋ#
#manuk#,#manuk#
#enem#,#nem#
#paheku#,#pakoʔ#
#paheku#,#pakoʔ#
#palu#,#paloʔ#
#paen#,#pan#
#padʒaj#,#pare#
#pikuʔ#,#piku#
#piliʔ#,#pili#
#puluʔ#,#pulu#
#punaj#,#pune#
#punti#,#putiʔ#
#putun#,#putun#
#ʔesak#,#sak#
#takut#,#takut#
#takut#,#takut#
#teɡuŋ#,#teɡuŋ#
#telu#,#teloʔ#
#telu#,#teluʔ#
#seŋseŋ#,#teseŋ#
#tebek#,#tevek#
#tuduʔ#,#turu#
#tuduʔ#,#turu#
#tuzuʔ#,#tusu#
#ʔetut#,#tut#
#tubah#,#tuvaʔ#
#tenun#,#tənun#
#ʔuaj#,#uei#
#ʔuledʒ#,#uled#
#ʔuledʒ#,#uler#
#ʔuledʒ#,#ulən#
#ʔudaŋ#,#uraŋ#
#ʔudip#,#urip#
#ʔudip#,#urip#
#udu#,#uroʔ#
#udʒuŋ#,#uruŋ#
#udu#,#uruʔ#
#utaʔ#,#uta#
#ʔanibuŋ#,#ɲivuŋ#
