input,output
#ʔahelu#,#aluʔ#
#ʔanit#,#anit#
#ʔapidʒ#,#apir#
#adʒan#,#ara#
#aɲam#,#aɲam#
#badʒaʔ#,#bara#
#baseʔ#,#basa#
#bataŋ#,#bataŋ#
#biʔaŋ#,#biaŋ#
#bahu#,#bu#
#daʔan#,#daʔan#
#dahun#,#daʔun#
#ʔaledʒaw#,#do#
#duha#,#duaʔ#
#deket#,#dəkət#
#huab#,#huav#
#ipen#,#ipeʔ#
#dian#,#dʒan#
#kamit#,#kamit#
#kajaw#,#kajo#
#kahiw#,#kajoʔ#
#laki#,#lakiʔ#
#lawaʔ#,#lawaʔ#
#lepaw#,#lepo#
#leŋen#,#leŋen#
#lisehaʔ#,#liah#
#liseʔah#,#liah#
#ludaʔ#,#lura#
#lubaŋ#,#luvaŋ#
#lumbuŋ#,#luvuŋ#
#liu#,#liu#
#mata#,#mataʔ#
#tanem#,#nanəm#
#tubuʔ#,#nubu#
#tumbuʔ#,#nubu#
#epat#,#pat#
#pulut#,#pulut#
#pusuʔ#,#pusu#
#puʔun#,#puʔun#
#esak#,#sak#
#ʔensem#,#sem#
#ʔesem#,#sem#
#talih#,#taliʔ#
#taneʔ#,#tana#
#tanem#,#tanəm#
#taŋis#,#taŋi#
#taʔaj#,#taʔe#
#taʔen#,#taʔən#
#tuʔan#,#tuan#
#tubuʔ#,#tubu#
#tumbuʔ#,#tubu#
#turiŋ#,#turiŋ#
#tubuʔ#,#tuvu#
#tumbuʔ#,#tuvu#
#tebuh#,#təvoʔ#
#ʔuledʒ#,#uler#
#ɲatuʔ#,#ɲatu#
#nipis#,#ɲipi#
#ʔanibuŋ#,#ɲivuŋ#
#niwaŋ#,#ɲiwaŋ#
#ŋurut#,#ŋurut#
