input,output
#anak#,#anaʔ#
#hapuj#,#apoj#
#asat#,#asat#
#ʔataj#,#ate#
#atas#,#attas#
#aɲam#,#aɲam#
#haŋin#,#aŋen#
#hasek#,#aŋsek#
#bakbak#,#babbaʔ#
#wada#,#badha#
#dahun#,#dhaun#
#eŋɡem#,#eɡem#
#ʔezen#,#edʒdʒen#
#epat#,#empaʔ#
#ʔentep#,#entep#
#ʔeɲek#,#eɲek#
#ɡatel#,#ɡatel#
#zauʔ#,#dʒau#
#kukun#,#kokon#
#manuk#,#manoʔ#
#mata#,#mata#
#ʔules#,#oles#
#ʔunzur#,#ondʒur#
#hunus#,#onos#
#upas#,#opas#
#ʔurit#,#oret#
#ʔusuŋ#,#osoŋ#
#paŋedan#,#pandhan#
#pusedʒ#,#poser#
#datu#,#rato#
#talih#,#tale#
#talun#,#talon#
#tasik#,#taseʔ#
#teked#,#tekket#
#tepak#,#tempak#
#tunu#,#tono#
#tumah#,#tuma#
