input,output
#aku#,#ahu#
#alap#,#alap#
#asu#,#asu#
#ʔataʔ#,#ata#
#babuj#,#babi#
#bakuŋ#,#bahuŋ#
#balaŋa#,#balaŋa#
#balbal#,#balbal#
#bales#,#balos#
#basuʔ#,#basu#
#batux#,#batu#
#bedʒbedʒ#,#bobok#
#beli#,#boli#
#beŋbeŋ#,#boŋboŋ#
#buaʔ#,#bua#
#bubu#,#bubu#
#buʔaja#,#buea#
#buluʔ#,#bulu#
#buŋa#,#buŋa#
#daŋdaŋ#,#dadaŋ#
#daki#,#dahi#
#zalan#,#dalan#
#danaw#,#dano#
#di#,#di#
#dilaʔ#,#dila#
#depah#,#dopa#
#ɡaraŋ#,#ɡaraŋ#
#ɡutɡut#,#ɡuɡut#
#ɡurɡur#,#ɡurɡur#
#kaka#,#haha#
#kawil#,#hail#
#kawit#,#hait#
#kelem#,#holom#
#kepit#,#hopit#
#kuden#,#hudon#
#i#,#i#
#ian#,#ian#
#ina#,#ina#
#isi#,#isi#
#ita#,#ita#
#ita#,#ta#
#litlit#,#lilit#
#lima#,#lima#
#lebeŋ#,#loboŋ#
#lemlem#,#lomlom#
#lubaŋ#,#lubaŋ#
#na#,#na#
#ni#,#ni#
#ʔemʔem#,#omom#
#paen#,#ompan#
#enem#,#onom#
#ʔesep#,#onsop#
#paheku#,#pahu#
#pidʒax#,#piɡa#
#piliʔ#,#pili#
#pitpit#,#pitpit#
#pitu#,#pitu#
#ʔapedʒux#,#poɡu#
#peɲu#,#ponu#
#puluŋ#,#puluŋ#
#punaj#,#pune#
#ʔapucuk#,#pusuk#
#putput#,#putput#
#si#,#si#
#seŋseŋ#,#soŋsoŋ#
#susu#,#susu#
#takut#,#tahut#
#taktak#,#taktak#
#tektek#,#toktok#
#telu#,#tolu#
#tenun#,#tonun#
#tubah#,#tuba#
#tuked#,#tukkot#
#tuktuk#,#tuktuk#
#tusuk#,#tusuk#
#tutuh#,#tutu#
#tuʔtuʔ#,#tutu#
#ua#,#ua#
#ʔudaŋ#,#udaŋ#
#ʔuledʒ#,#ulok#
#ʔules#,#ulos#
#ʔuluh#,#ulu#
#ʔumah#,#uma#
#ʔuman#,#uman#
#walu#,#walu#
#ʔitik#,#etek#
#ŋilu#,#ŋilu#
#ŋitŋit#,#ŋitŋit#
