input,output
#ʔahelu#,#alu#
#anak#,#ana#
#haŋin#,#aŋin#
#ba#,#ba#
#baliw#,#bali#
#bitik#,#biti#
#buʔaj#,#bue#
#busa#,#busa#
#buŋa#,#buŋa#
#zawa#,#dawa#
#dekuk#,#dekuk#
#balu#,#falu#
#bataŋ#,#fatan#
#batu#,#fatu#
#baŋun#,#faŋu#
#bekaʔ#,#feka#
#bekul#,#feku#
#betaw#,#feta#
#beteŋ#,#feten#
#bilak#,#filak#
#bitik#,#fiti#
#buaʔ#,#fua#
#bukbuk#,#fufuk#
#bulan#,#fulan#
#ɡilak#,#ɡilak#
#inzak#,#idak#
#hikan#,#ikan#
#ina#,#ina#
#inum#,#inu#
#ka#,#ka#
#kaka#,#kaka#
#ɡanas#,#kana#
#kanaŋa#,#kanaŋa#
#katimun#,#katimun#
#kahiw#,#kau#
#kudin#,#kurin#
#kima#,#kima#
#labu#,#lafu#
#lauŋ#,#laun#
#lawit#,#lawit#
#laŋit#,#laŋit#
#likuʔ#,#liku#
#limun#,#limu#
#linaŋ#,#lina#
#luab#,#lua#
#luaʔ#,#lua#
#lulun#,#lulu#
#lumut#,#lumut#
#namaw#,#nama#
#naŋuj#,#naŋo#
#ʔanilaw#,#nila#
#ʔaninu#,#nino#
#ʔanitu#,#nitu#
#uliʔ#,#oli#
#ʔulu#,#olo#
#epat#,#pa#
#paɡer#,#paɡer#
#papan#,#papan#
#pitik#,#pitik#
#piut#,#piu#
#pulut#,#polot#
#putiʔ#,#poti#
#pus#,#pu#
#puŋun#,#puŋun#
#duha#,#rua#
#sakaj#,#saka#
#salaʔ#,#sala#
#sampaj#,#sapa#
#celeb#,#sele#
#selu#,#selu#
#cepeʔak#,#sepak#
#cepʔak#,#sepak#
#sudʒa#,#sura#
#taʔi#,#tai#
#taneʔ#,#tana#
#tebuh#,#tefu#
#tekuk#,#tekuk#
#telaʔ#,#tela#
#tepeŋ#,#tepe#
#tiʔaw#,#tia#
#ʔatimun#,#timun#
#tina#,#tina#
#tiŋ#,#tiŋ#
#tui#,#tui#
#tutuk#,#tutuk#
#umbaw#,#uba#
#ʔuledʒ#,#ule#
#umpu#,#upu#
#uduŋ#,#urun#
#ʔutan#,#utan#
#wakat#,#wakat#
