input,output
#a#,#a#
#anduŋ#,#adu#
#ʔataj#,#ate#
#habit#,#awi#
#huadʒi#,#axi#
#ʔadʒeŋ#,#axo#
#haŋin#,#aŋi#
#ba#,#ba#
#ba#,#ba#
#baŋbaŋ#,#baba#
#balun#,#balu#
#baɲaw#,#bano#
#banua#,#banua#
#baban#,#bawa#
#bities#,#bisi#
#bitiʔ#,#biti#
#buhek#,#bu#
#buaʔ#,#bua#
#buhat#,#bua#
#buʔaja#,#buaja#
#budu#,#budu#
#buluŋ#,#bulu#
#buna#,#buna#
#bunuʔ#,#bunu#
#buʔbuʔ#,#buwu#
#buŋa#,#buŋa#
#bukuh#,#buʔu#
#bedʒbedʒ#,#bobo#
#beliʔ#,#boli#
#daki#,#daʔi#
#duha#,#dua#
#zukut#,#duʔu#
#kahiw#,#eu#
#paʔet#,#faho#
#panaw#,#fano#
#pihpih#,#fifi#
#puket#,#fuka#
#pudun#,#furu#
#putiʔ#,#fusi#
#pusedʒ#,#fuso#
#peɲu#,#fonu#
#kima#,#ɡima#
#ʔahelu#,#halu#
#ʔabu#,#hawu#
#ʔilih#,#hili#
#ʔis#,#his#
#ʔetut#,#hotu#
#ʔu#,#hu#
#ʔuzuŋ#,#hudu#
#ʔunedʒ#,#huno#
#ʔuban#,#huwa#
#inda#,#ida#
#hipi#,#ifi#
#ipen#,#ifo#
#ina#,#ina#
#inum#,#inu#
#idʒuŋ#,#ixu#
#karaŋ#,#kara#
#kikik#,#kiki#
#zalan#,#lala#
#dalidʒ#,#lali#
#lateŋ#,#lato#
#lawaʔ#,#lawa#
#laŋit#,#laŋi#
#laki#,#laʔi#
#liŋ#,#li#
#lisehaʔ#,#liza#
#liseʔah#,#liza#
#lesuŋ#,#losu#
#mantalaʔ#,#madala#
#paʔet#,#mamaho#
#manuk#,#manu#
#mata#,#mata#
#nanaʔ#,#nana#
#nusa#,#nuza#
#nepuʔ#,#nofu#
#anak#,#ono#
#taliŋa#,#oro#
#saʔebit#,#sabi#
#salaʔ#,#sala#
#sawa#,#sawa#
#siwa#,#siwa#
#suluʔ#,#sulu#
#sudʒa#,#suxa#
#taʔi#,#ta#
#takaw#,#taɡo#
#talih#,#tali#
#taliŋa#,#taliŋa#
#tales#,#talo#
#tambak#,#tamba#
#taneʔ#,#tano#
#timpaŋ#,#tifa#
#tuʔan#,#tua#
#tebuh#,#towu#
#kudʒa#,#uɡa#
#uduʔ#,#uru#
#wani#,#wani#
#epat#,#ofa#
#beli#,#oli#
#hetek#,#oto#
#etes#,#oto#
#hesi#,#ɵsi#
#ketep#,#ŋetep#
