input,output
#aku#,#aku#
#au#,#aoʔ#
#badʒaʔ#,#badaʔ#
#bakuŋ#,#bakoŋ#
#bales#,#bales#
#baseʔ#,#basaʔ#
#babuj#,#bawi#
#bedʒbedʒ#,#bebet#
#beŋbeŋ#,#bebeŋ#
#belaʔ#,#belaʔ#
#beli#,#beli#
#beties#,#betis#
#bilaŋ#,#bilaŋ#
#buaʔ#,#buaʔ#
#bubu#,#buwu#
#buŋa#,#buŋa#
#daki#,#daki#
#dalem#,#dalem#
#dapa#,#dampa#
#daŋdaŋ#,#daŋdaŋ#
#detdet#,#dedet#
#depah#,#depa#
#dilaʔ#,#dilaʔ#
#ʔedet#,#endet#
#ʔetut#,#entut#
#ɡaraŋ#,#ɡaraŋ#
#ɡerɡer#,#ɡeɡer#
#ia#,#ia#
#ʔia#,#ia#
#ina#,#ina#
#isi#,#isi#
#isi#,#isiʔ#
#ita#,#ita#
#zulu#,#dʒuluʔ#
#kakak#,#kakak#
#kalih#,#kaliʔ#
#kiskis#,#kiskis#
#kudis#,#kudis#
#kudʒa#,#kura#
#kurap#,#kurap#
#kelem#,#kələm#
#kepit#,#kəpit#
#laju#,#laju#
#lima#,#lima#
#liŋaw#,#liŋo#
#luludʒ#,#lulut#
#mamah#,#mama#
#enem#,#nem#
#paʔa#,#pa#
#padʒaj#,#pade#
#padʒaj#,#pare#
#pakpak#,#pakpak#
#paheku#,#paku#
#palu#,#palu#
#panaʔ#,#panaʔ#
#pantuk#,#pantok#
#patuk#,#pantok#
#peɲu#,#peɲu#
#pidʒax#,#pira#
#puluŋ#,#puluŋ#
#punaj#,#puneʔ#
#punti#,#puntiʔ#
#ʔapucuk#,#pusuk#
#pekpek#,#pəpək#
#reken#,#reken#
#sikux#,#siku#
#suksuk#,#suksuk#
#susu#,#susu#
#selem#,#sələm#
#seksek#,#səsək#
#seŋet#,#səŋət#
#takut#,#takut#
#tebek#,#tebek#
#tubah#,#tua#
#tuzuʔ#,#tuduh#
#telu#,#təlu#
#tektek#,#tətək#
#ʔudaŋ#,#udaŋ#
#ʔudaŋ#,#uraŋ#
#ʔuledʒ#,#ulet#
#ʔuluh#,#ulu#
#ʔumah#,#uma#
#ʔudip#,#urip#
#utaʔ#,#utaʔ#
#seŋet#,#ɲəŋət#
#ŋaŋa#,#ŋaŋaʔ#
