input,output
#ʔaninuŋ#,#anino#
#ʔanuʔus#,#anoh#
#ʔepah#,#apah#
#balakaŋ#,#balakaŋ#
#besaj#,#behaj#
#besaj#,#biah#
#bulaŋ#,#bolaŋ#
#buŋsu#,#boŋho#
#damaj#,#damaj#
#dapit#,#dapit#
#saŋkeb#,#hakeb#
#sakeb#,#hakeb#
#saŋɡaʔ#,#haŋɡa#
#sidʒem#,#hidem#
#siksik#,#hikhik#
#sudʒud#,#hodod#
#suŋut#,#hoŋot#
#kazaŋ#,#kadaŋ#
#keskes#,#kehkeh#
#kuskus#,#koskos#
#lampus#,#lapoh#
#lapus#,#lapoh#
#ledek#,#ledek#
#letak#,#letak#
#libas#,#libah#
#liŋu#,#liŋo#
#puɡut#,#poɡot#
#punzut#,#polot#
#puzut#,#polot#
#tabas#,#tabah#
#taŋɡuŋ#,#taŋɡoŋ#
#tukad#,#tokad#
#tumpuk#,#tompok#
