input,output
#aku#,#au#
#zalan#,#ala#
#ʔadʒaw#,#ao#
#pitu#,#hiku#
#peceʔ#,#hoa#
#peɲu#,#honu#
#buaʔ#,#hua#
#i#,#i#
#ia#,#ia#
#ʔitik#,#iki#
#ʔuledʒ#,#ilo#
#telu#,#kolu#
#tuktuk#,#kuku#
#tuduʔ#,#kulu#
#ladʒam#,#laka#
#dalem#,#lalo#
#lima#,#lima#
#manuk#,#manu#
#laŋaw#,#nalo#
#nipen#,#niho#
#ŋusuʔ#,#nuku#
#ʔenaj#,#one#
#enem#,#ono#
#pantuk#,#paku#
#patuk#,#paku#
#panaʔ#,#pana#
#buaʔ#,#pua#
#ʔudaŋ#,#ula#
#waʔaj#,#wae#
#baba#,#waha#
#babaw#,#waho#
#walu#,#walu#
#susu#,#uː#
#kalih#,#ʔeli#
#kalih#,#ʔali#
#kita#,#ʔike#
#kiaw#,#ʔioʔio#
