input,output
#ʔaŋʔaŋ#,#aŋaŋ#
#ʔudaŋ#,#undaŋ#
#aba#,#aba#
#amax#,#ama#
#ʔadʒaw#,#andau#
#bakuŋ#,#bakoŋ#
#balaŋa#,#balaŋa#
#beli#,#bali#
#baliw#,#baloj#
#batux#,#batu#
#babuj#,#bawoi#
#belaʔ#,#belah#
#betuŋ#,#betoŋ#
#bilaŋ#,#bilaŋ#
#bukidʒ#,#bukid#
#bulaw#,#bulaw#
#budʒeʔ#,#bure#
#danaw#,#danaw#
#dadʒem#,#darem#
#depah#,#depæ#
#ʔetaʔ#,#enta#
#ʔaɲud#,#haɲut#
#ʔiaw#,#hiau#
#ʔuluh#,#hulo#
#isi#,#isi#
#ita#,#ita#
#zawa#,#dʒawæ#
#kaka#,#kaka#
#kelem#,#kalam#
#kawit#,#kawit#
#ŋajaw#,#kajaw#
#kaŋkaŋ#,#kaŋkaŋ#
#kiskis#,#kikis#
#kurap#,#kurap#
#labiʔ#,#labih#
#lahud#,#laut#
#lawaʔ#,#lawa#
#laju#,#laju#
#laŋaw#,#laŋaw#
#lepaw#,#lepaw#
#likud#,#likut#
#litlit#,#lilit#
#lima#,#limæ#
#luludʒ#,#lulur#
#mamah#,#mama#
#pakpak#,#papak#
#pacek#,#pasak#
#pantuk#,#patok#
#patuk#,#patok#
#ʔapedʒux#,#pero#
#pidʒax#,#piræ#
#puki#,#puki#
#punaj#,#punæj#
#sapaw#,#sapaw#
#ʔasawa#,#sawae#
#sikux#,#siko#
#sipit#,#sipit#
#tastas#,#tatas#
#tektek#,#tetek#
#tik#,#tik#
#susu#,#tuso#
#tubah#,#tuwæ#
#tukul#,#tuŋkul#
#ulaŋ#,#ulaŋ#
#utaʔ#,#uta#
#ʔuaj#,#uæi#
