input,output
#bakul#,#bakun#
#batuk#,#batuk#
#bawaŋ#,#bawaŋ#
#berit#,#berit#
#adaduʔ#,#dadoʔ#
#ɡut#,#ɡut#
#iliŋ#,#iliŋ#
#ʔiʔut#,#iʔut#
#zaʔet#,#dʒaʔət#
#zelaʔ#,#dʒəlaʔ#
#kalawit#,#kelawit#
#lunduʔ#,#lunduʔ#
#luduʔ#,#lunduʔ#
#lunduʔ#,#lunduʔ#
#eŋdʒuŋ#,#nduŋ#
#edʒuŋ#,#nduŋ#
#nupi#,#nupi#
#pulaŋ#,#pulaŋ#
#sambaw#,#sambaw#
#sabaw#,#sambaw#
#saŋet#,#saŋət#
#sindek#,#sindek#
#sidek#,#sindek#
#suduʔ#,#suduʔ#
#sui#,#sui#
#taked#,#taket#
#tuʔelaŋ#,#tulaŋ#
#tunaŋ#,#tunaŋ#
#ŋazel#,#ŋadʒən#
