input,output
#ʔabu#,#abo#
#ʔazi#,#addi#
#ʔazi#,#adi#
#alaʔ#,#alaʔ#
#ʔemin#,#ammin#
#amax#,#amaː#
#enem#,#annam#
#ʔanibuŋ#,#aniboŋ#
#ʔanup#,#anup#
#ʔapedʒux#,#apdo#
#paen#,#appaːn#
#tuʔed#,#attud#
#ʔetut#,#attut#
#ʔasawa#,#atawa#
#ʔalad#,#axad#
#ai#,#aj#
#bekas#,#bakkat#
#beties#,#bassit#
#batux#,#bato#
#beŋbeŋ#,#baŋbaŋ#
#bituʔen#,#bittuwan#
#biʔel#,#bijal#
#bitbit#,#biʔbit#
#bunabun#,#bonobon#
#buaʔ#,#bowa#
#buhet#,#bowat#
#buaj#,#buaj#
#buʔaja#,#buaja#
#bakbak#,#babaʔ#
#bales#,#balat#
#bilaŋ#,#bilaːŋ#
#budʒeʔ#,#buxaʔ#
#buŋa#,#buŋa#
#daki#,#daki#
#deles#,#dallat#
#dalajap#,#dalajap#
#demdem#,#damdam#
#depah#,#dappa#
#daŋdaŋ#,#daŋdaŋ#
#zalan#,#dalan#
#zawa#,#dawa#
#dilaʔ#,#dila#
#i#,#i#
#ina#,#inaː#
#isa#,#isa#
#ian#,#iaːn#
#iŋepis#,#iŋpit#
#iŋpis#,#iŋpit#
#ka#,#ka#
#kalaw#,#kallaw#
#katawa#,#katawa#
#kawajan#,#kawajan#
#kiŋkiŋ#,#kiŋkeŋ#
#karut#,#karut#
#kawit#,#kawit#
#ŋajaw#,#kajaw#
#kita#,#kita#
#kudkud#,#kukud#
#kaen#,#kaːn#
#likud#,#likud#
#lima#,#lima#
#lawa#,#lawa#
#lawas#,#lawat#
#laŋaw#,#laŋaw#
#mula#,#mula#
#mudʒiŋ#,#muxiŋ#
#ni#,#ni#
#nu#,#no#
#paheku#,#pako#
#paŋa#,#paŋa#
#pidʒpidʒ#,#pidpid#
#pidʒax#,#pixa#
#piak#,#pijaʔ#
#punaj#,#punaj#
#panaʔ#,#pana#
#piliʔ#,#pili#
#puluʔ#,#pulo#
#si#,#si#
#tinun#,#sinnon#
#sikux#,#siko#
#timidʒ#,#simid#
#sipit#,#sipit#
#titu#,#sito#
#tebek#,#tabbaʔ#
#tebteb#,#tabtab#
#telu#,#tallo#
#tuzuʔ#,#tudo#
#taku#,#tako#
#saleŋ#,#talaŋ#
#tubah#,#tuba#
#tuduʔ#,#tudo#
#ʔules#,#ulat#
#ʔumah#,#uma#
#ʔuaj#,#uwaj#
#ʔuaŋ#,#uwaŋ#
#walu#,#walo#
#ja#,#ja#
#amin#,#amin#
#ʔatip#,#asip#
#asu#,#ato#
#ʔuluh#,#olo#
#utaʔ#,#ota#
#ulaw#,#ulaw#
#ʔudʒiŋ#,#uxiŋ#
#apu#,#aːpo#
#ŋipen#,#ŋipan#
