input,output
#adʒiʔ#,#aɡi#
#andap#,#andap#
#ʔantipa#,#ansipa#
#aŋkat#,#aŋkat#
#balatuŋ#,#balatoŋ#
#banawaŋ#,#banawaŋ#
#bajaw#,#bajaw#
#bilin#,#bilin#
#bukel#,#bokel#
#buhis#,#buis#
#baŋkaj#,#baŋkaj#
#buɡbuɡ#,#boɡboɡ#
#burik#,#bolik#
#buŋbuŋ#,#boŋboŋ#
#bulaŋ#,#bulaŋ#
#dilat#,#dilat#
#zilat#,#dilat#
#zuliŋ#,#doliŋ#
#damaj#,#damaj#
#ʔepah#,#epa#
#ʔinut#,#inot#
#hiʔepet#,#ipet#
#kaban#,#kaban#
#kandiŋ#,#kandiŋ#
#kapal#,#kapal#
#kawiŋ#,#kawiŋ#
#kaja#,#kaja#
#kelaw#,#kelaw#
#kemkem#,#kemkem#
#kempes#,#kepes#
#kepes#,#kepes#
#ketket#,#ketket#
#keter#,#ketel#
#kidelap#,#kidlap#
#kindat#,#kindat#
#kizem#,#kirem#
#kinzep#,#kirep#
#kizep#,#kirep#
#kidem#,#kirem#
#kulub#,#kolob#
#kuruk#,#korok#
#kuskus#,#koskos#
#kutkut#,#kotkot#
#kutiŋ#,#kotiŋ#
#kuan#,#kuan#
#kuriat#,#korjat#
#ladʒa#,#laɡa#
#lahuk#,#laok#
#laŋuj#,#laŋoj#
#reɡaw#,#leɡaw#
#leɲedʒ#,#lener#
#letak#,#letak#
#lentaw#,#letaw#
#letaw#,#letaw#
#liŋɡis#,#liɡis#
#liɡis#,#liɡis#
#lipak#,#lipak#
#liŋu#,#liŋo#
#lunlun#,#lonlon#
#ludem#,#lorem#
#lakaj#,#laki#
#lapit#,#lapit#
#latak#,#latak#
#libut#,#libot#
#lumpak#,#lopak#
#lupak#,#lopak#
#mukmuk#,#mokomok#
#ɲutɲut#,#notnot#
#ubak#,#obak#
#uɡaliʔ#,#oɡali#
#paku#,#pako#
#paria#,#palja#
#paŋpaŋ#,#paŋpaŋ#
#puspus#,#pospos#
#paladʒ#,#palar#
#panit#,#panit#
#pada#,#para#
#padaw#,#paraw#
#pajuŋ#,#pajoŋ#
#sabeʔa#,#saba#
#salambaw#,#salambaw#
#salaksak#,#salaksak#
#salin#,#salin#
#sapsap#,#sapsap#
#sapaŋ#,#sapaŋ#
#saweʔaʔ#,#sawa#
#sawaliʔ#,#sawali#
#saŋɡaʔ#,#saŋɡa#
#sikaŋ#,#sikaŋ#
#sipat#,#sipat#
#siʔit#,#siit#
#siŋir#,#siŋil#
#surambiʔ#,#solambi#
#suŋsuŋ#,#soŋsoŋ#
#suŋu#,#soŋo#
#subsub#,#subsub#
#suɡi#,#suɡiɡi#
#sulit#,#sulit#
#sumpaʔ#,#sumpa#
#siɡaj#,#siɡaj#
#sikat#,#sikat#
#sukat#,#sukat#
#tabeʔ#,#taba#
#taʔebaŋ#,#tabaŋ#
#taʔbaŋ#,#tabaŋ#
#tapak#,#tapak#
#tawtaw#,#tawtaw#
#tawaj#,#tawaj#
#timel#,#timel#
#tubuŋ#,#toboŋ#
#tabas#,#tabas#
#tapaj#,#tapaj#
#tuŋkab#,#toŋkab#
#tukab#,#toŋkab#
#uhaʔ#,#uha#
#abaŋ#,#abaŋ#
#awaj#,#awej#
#ʔempas#,#epas#
#hidap#,#irap#
#itik#,#itik#
#ulit#,#olit#
#ɡawaʔ#,#ɡawa#
