input,output
#alud#,#alut#
#wasaj#,#asai#
#ajaw#,#ajau#
#bakul#,#bakun#
#balun#,#balun#
#batuk#,#batok#
#batuk#,#batuk#
#bawaŋ#,#bavanɡh#
#bawaŋ#,#bawaŋ#
#bawaŋ#,#bawaŋ#
#baɲat#,#baɲat#
#balida#,#belira#
#berit#,#berit#
#berit#,#berit#
#beta#,#beta#
#abuat#,#buat#
#abuat#,#buat#
#bubul#,#bubul#
#busuŋ#,#busoŋ#
#bujuk#,#bujok#
#adaduʔ#,#dadoʔ#
#dapit#,#dapit#
#deket#,#deket#
#epap#,#epap#
#ɡiwaʔ#,#ɡiwaʔ#
#ɡut#,#ɡut#
#iŋkiŋ#,#ikiŋ#
#iliŋ#,#iliŋ#
#ʔipuʔ#,#ipoʔ#
#ʔiʔut#,#iʔut#
#zaʔet#,#dʒaʔət#
#zulaʔ#,#dʒulaʔ#
#zelaʔ#,#dʒəlaʔ#
#kalawit#,#kelawit#
#kerud#,#kərut#
#labuʔ#,#laboʔ#
#laʔu#,#laʔew#
#eleb#,#lep#
#liwed#,#liwet#
#liwet#,#liwet#
#lunduʔ#,#lunduʔ#
#luduʔ#,#lunduʔ#
#lunduʔ#,#lunduʔ#
#lunduʔ#,#luntuʔ#
#luduʔ#,#luntuʔ#
#lunduʔ#,#luruʔ#
#luduʔ#,#luruʔ#
#lunduʔ#,#luruʔ#
#lutak#,#lutak#
#berit#,#merit#
#taked#,#nakət#
#eŋdʒuŋ#,#nduŋ#
#edʒuŋ#,#nduŋ#
#nupi#,#nupi#
#paku#,#paku#
#palaw#,#palau#
#palidʒ#,#palit#
#palu#,#palu#
#panit#,#panit#
#pekaʔ#,#pekaʔ#
#paŋasih#,#peŋasi#
#pidem#,#pidem#
#pulaŋ#,#pulaŋ#
#eput#,#put#
#sakaj#,#sakaj#
#sakaj#,#sakaj#
#sambaw#,#sambaw#
#sabaw#,#sambaw#
#sanam#,#sanam#
#sambaw#,#savaw#
#sabaw#,#savaw#
#saŋet#,#saŋət#
#sikuʔan#,#sekuan#
#sela#,#sela#
#esem#,#sem#
#sepaʔ#,#sepaʔ#
#sidem#,#sidəm#
#silad#,#silat#
#sindek#,#sindek#
#sidek#,#sindek#
#siʔit#,#siʔit#
#suduʔ#,#suduʔ#
#sui#,#sui#
#takaw#,#takaw#
#taked#,#taket#
#taked#,#takət#
#tekik#,#tekik#
#tiliŋ#,#tiliŋ#
#tuʔelaŋ#,#tulaŋ#
#tuman#,#tuman#
#tumid#,#tumit#
#tunaŋ#,#tunaŋ#
#tuʔelid#,#təlit#
#tuʔlid#,#təlit#
#uhaŋ#,#uaŋ#
#ulila#,#ula#
#sakaj#,#ɲakaj#
#zulaʔ#,#ɲulaʔ#
#ŋazel#,#ŋadʒən#
#ŋazel#,#ŋadʒən#
#ŋazel#,#ŋasən#
