input,output
#kahiw#,#ai#
#kalaw#,#alakwe#
#kamu#,#amu#
#betaw#,#beta#
#betu#,#betu#
#buaʔ#,#bua#
#buhat#,#bua#
#buka#,#buka#
#bulan#,#bulane#
#bulu#,#bulu#
#bunuʔ#,#bunu#
#busuk#,#busuk#
#taŋis#,#dani#
#taŋis#,#rani#
#hikan#,#iane#
#ida#,#ile#
#kutu#,#kutu#
#huadʒi#,#kwali#
#lawaʔ#,#kʷala#
#daki#,#lai#
#zalan#,#lalane#
#dalem#,#lale#
#laŋit#,#lanite#
#datu#,#latu#
#duha#,#lua#
#manuk#,#manue#
#mata#,#mata#
#nabuʔ#,#nabu#
#ʔaninu#,#ninu#
#nunuk#,#nunu#
#nusa#,#nusa#
#salaʔ#,#sala#
#saŋa#,#sana#
#siwa#,#sikwa#
#taʔun#,#taune#
#ʔuzan#,#ulane#
#umpu#,#upu#
#ʔutan#,#utane#
