input,output
#bekbek#,#popo#
#a#,#a#
#apa#,#aha#
#hapuj#,#ahi#
#hapen#,#aho#
#ʔataj#,#ake#
#ʔatep#,#ako#
#atu#,#aku#
#ʔatuan#,#akua#
#ʔatulaj#,#akule#
#zalan#,#ala#
#ʔadep#,#alo#
#zaŋan#,#ana#
#saŋa#,#ana#
#haŋin#,#ani#
#sawaʔ#,#awa#
#saku#,#aʔu#
#pantar#,#haka#
#patar#,#haka#
#salaʔ#,#hala#
#paŋedan#,#hala#
#balaj#,#hale#
#baŋa#,#hana#
#pauʔ#,#hao#
#pirit#,#hili#
#bilit#,#hili#
#peceʔ#,#hoa#
#peɲu#,#honu#
#banua#,#honua#
#buaʔ#,#hua#
#bukbuk#,#huhu#
#buteʔul#,#huku#
#suli#,#huli#
#puliŋ#,#huli#
#bulu#,#hulu#
#punas#,#huna#
#buka#,#huʔe#
#ba#,#haː#
#epat#,#haː#
#paʔa#,#haː#
#sit#,#hiː#
#ia#,#ia#
#idʒuŋ#,#ihu#
#ʔitaʔ#,#ika#
#ʔila#,#ila#
#ʔuledʒ#,#ilo#
#inum#,#inu#
#hikan#,#iʔa#
#ikaj#,#iʔe#
#taʔaj#,#kae#
#tasik#,#kai#
#tales#,#kalo#
#taŋis#,#kani#
#saet#,#kao#
#taʔun#,#kau#
#tindaw#,#kilo#
#tiup#,#kiu#
#teken#,#koʔo#
#tusiʔ#,#kuhi#
#tuli#,#kuli#
#tuna#,#kuna#
#tunu#,#kunu#
#tubuʔ#,#kupu#
#tumbuʔ#,#kupu#
#daʔih#,#lae#
#laba#,#laha#
#dalem#,#lalo#
#laŋit#,#lani#
#dahun#,#lau#
#lisehaʔ#,#liha#
#liseʔah#,#liha#
#lisehaʔ#,#lia#
#liseʔah#,#lia#
#limut#,#limu#
#luaŋ#,#lua#
#duha#,#lua#
#duŋduŋ#,#lulu#
#luʔemit#,#lumi#
#daʔan#,#laːlaː#
#mata#,#maka#
#mamaʔ#,#mama#
#manuk#,#manu#
#mai#,#me#
#miʔmiʔ#,#mimi#
#mimi#,#mimi#
#muʔuŋ#,#muː#
#laŋaw#,#nalo#
#ŋaŋŋaŋ#,#nanaː#
#ŋaŋaŋ#,#nanaː#
#nepuʔ#,#nohu#
#ŋekŋek#,#nonoː#
#ŋaŋ#,#naː#
#ŋukŋuk#,#nuːnuː#
#ʔeti#,#oki#
#papan#,#papa#
#piluʔ#,#pelu#
#pilit#,#pili#
#bibi#,#pipi#
#bener#,#pono#
#buaʔ#,#pua#
#buhat#,#pua#
#bulut#,#pulu#
#bukuh#,#puʔu#
#picik#,#piː#
#ʔuzan#,#ua#
#ʔubi#,#uhi#
#ʔutan#,#uka#
#ʔutud#,#uku#
#ʔutun#,#uku#
#ʔumun#,#umu#
#baba#,#waha#
#baʔbaʔ#,#waha#
#wirit#,#wili#
#kasaw#,#ʔaho#
#kabuʔ#,#ʔapu#
#kali#,#ʔeli#
#kali#,#ʔali#
#kulit#,#ʔili#
#kutu#,#ʔuku#
