input,output
#aʔedas#,#adas#
#aken#,#akan#
#babat#,#babat#
#baʔeluŋ#,#baloŋ#
#baŋbaŋ#,#bambaŋ#
#ɡaɡu#,#ɡaɡu#
#ɡiʔed#,#ɡiat#
#habed#,#hambat#
#kacaw#,#kacaw#
#kanduŋ#,#kanduŋ#
#kantuk#,#kantuk#
#kimpal#,#kimpal#
#kipaj#,#kipaj#
#kezat#,#kədʒat#
#pukaŋ#,#pukaŋ#
#sama#,#sama#
#santak#,#santak#
#sabaʔaŋ#,#sawaŋ#
#saŋɡaʔ#,#saŋɡah#
#selaŋ#,#selaŋ#
#seɡuk#,#seŋɡuk#
#suleŋ#,#solaŋ#
#sulit#,#sulit#
#tampuŋ#,#tampuŋ#
#tazek#,#tandʒak#
#tipak#,#tipak#
#tipak#,#tepak#
#tuŋkus#,#tuŋkus#
