input,output
#wasaj#,#asaj#
#bacak#,#basak#
#balantik#,#belatik#
#balatik#,#belatik#
#benes#,#benes#
#buʔu#,#bu#
#buduk#,#buduk#
#budiŋ#,#buliŋ#
#dilap#,#dilof#
#zulaʔ#,#dulak#
#duluŋ#,#duluŋ#
#ɡuluk#,#ɡuluk#
#paʔit#,#hait#
#paras#,#halas#
#pisa#,#hisa#
#pintas#,#hitas#
#pitas#,#hitas#
#ilu#,#ilu#
#inut#,#inut#
#ʔeliŋ#,#keliŋ#
#keti#,#keti#
#kikuʔ#,#kiɡuʔ#
#kitej#,#kitaj#
#labuʔ#,#labuk#
#lampin#,#lafin#
#lanab#,#lanab#
#lasaŋ#,#lasaŋ#
#lawa#,#lawa#
#lekas#,#lekakas#
#lemeʔ#,#lemek#
#lemetub#,#lemtub#
#lemtub#,#lemtub#
#letiʔ#,#letek#
#letub#,#letub#
#libedʒ#,#libed#
#libut#,#libut#
#liŋebas#,#limbas#
#liŋbas#,#limbas#
#liŋu#,#liŋu#
#liŋu#,#liŋu#
#lupis#,#lufi#
#muteʔ#,#mutok#
#makaw#,#moɡow#
#sabut#,#sabut#
#sadab#,#sadab#
#saŋaj#,#saŋaj#
#seŋek#,#seŋek#
#seput#,#sfut#
#sinaŋ#,#sinaŋ#
#supit#,#sufit#
#suŋkub#,#sukub#
#sulud#,#sulud#
#muncuŋ#,#sumuŋ#
#mucuŋ#,#sumuŋ#
#taŋɡuŋ#,#taŋɡuŋ#
#taŋkis#,#taŋkis#
#tedes#,#tdes#
#tiŋkeb#,#tikeb#
#tikeb#,#tikeb#
#tekak#,#tkak#
#tuil#,#tuwil#
#ubek#,#ubek#
#upuk#,#ufuk#
