input,output
#ampin#,#ampin#
#ʔaseŋ#,#aseŋ#
#awaj#,#awe#
#ajat#,#ajat#
#embet#,#embet#
#erut#,#erut#
#esem#,#esem#
#hekas#,#eŋkas#
#eŋker#,#eŋker#
#eŋik#,#eŋek#
#isek#,#isek#
#karanzaŋ#,#karadʒa#
#kua#,#kua#
#laɲut#,#lanut#
#liŋkit#,#leŋket#
#lekep#,#ləkəp#
#bantal#,#mantal#
#bujaŋ#,#mujaŋ#
#paku#,#paku#
#patiukan#,#patiukan#
#pelpel#,#peʔpel#
#pilpil#,#piʔpil#
#pukul#,#pukul#
#sakaj#,#sakej#
#sisip#,#sisip#
#sedʒem#,#sərəm#
#tambelaŋ#,#tambəlaŋ#
#ulila#,#ula#
#upik#,#upiʔ#
#utuʔ#,#utuʔ#
#uit#,#uwit#
#bakul#,#wakul#
#bataʔ#,#wataʔ#
#beladʒ#,#welar#
#bituk#,#witok#
#biʔbiʔ#,#wiʔmbiʔ#
#biʔuŋ#,#wiʔuŋ#
#bukaʔ#,#wukaʔ#
#buras#,#wuras#
#budiŋ#,#wuriŋ#
#bujaŋ#,#wujaŋ#
#bunut#,#wuʔnut#
#iŋkul#,#eŋkol#
