input,output
#amin#,#amin#
#kaen#,#an#
#ʔanup#,#anup#
#ʔapid#,#apid#
#badʒaʔ#,#baɡa#
#batux#,#batu#
#bituʔen#,#bittuːan#
#beŋbeŋ#,#boŋboŋ#
#bunabun#,#bunbun#
#bedʒbedʒ#,#boːbod#
#buluʔ#,#buːlu#
#buled#,#buːlud#
#buŋa#,#buːŋa#
#demdem#,#domdom#
#depah#,#dopa#
#zalan#,#daːlan#
#dalem#,#daːlom#
#ɡemɡem#,#ɡomɡom#
#si#,#hi#
#saleŋ#,#haːloŋ#
#sipit#,#hiːpit#
#sikux#,#hiːʔu#
#karut#,#kalut#
#kaŋkaŋ#,#kaŋkaŋ#
#lima#,#lema#
#litlit#,#litlit#
#laŋaw#,#laŋaw#
#lasuʔ#,#laːhu#
#lapaʔ#,#laːpa#
#luludʒ#,#luːluɡ#
#manuk#,#manuʔ#
#esa#,#oha#
#pikuʔ#,#piku#
#pitu#,#pitu#
#putun#,#puːtul#
#tuzuʔ#,#tudu#
#telu#,#tulu#
#tutuh#,#tutu#
#tubah#,#tuːba#
#tuduʔ#,#tuːdu#
#ʔuaj#,#uwaj#
#ʔidus#,#iduh#
#alaʔ#,#aːla#
#ʔaɲud#,#aːnud#
#ŋadʒan#,#ŋaːdan#
