input,output
#aku#,#aku#
#ʔasawa#,#asawa#
#baseʔ#,#basaʔ#
#batux#,#batu#
#bituʔen#,#bituʔun#
#bukas#,#bukas#
#budʒeʔ#,#bulaʔ#
#buʔaja#,#buʔaja#
#bilaŋ#,#bilaŋ#
#bitbit#,#bitbit#
#bukidʒ#,#bukid#
#buŋa#,#buŋa#
#zalan#,#dalan#
#dilaʔ#,#dilaʔ#
#isa#,#isa#
#ʔia#,#ia#
#kaen#,#kaʔun#
#kilala#,#kilala#
#kipit#,#kimpit#
#kuden#,#kulon#
#lakat#,#lakat#
#likud#,#likud#
#lima#,#lima#
#lawaʔ#,#lawaʔ#
#laŋaw#,#laŋaw#
#manuk#,#manuk#
#pa#,#pa#
#panaʔ#,#panaʔ#
#paen#,#paʔun#
#pidʒax#,#pila#
#pitu#,#pitu#
#pakpak#,#pakpak#
#padʒaj#,#palaj#
#padeŋ#,#paluŋ#
#paʔa#,#paʔa#
#pulu#,#pulu#
#sa#,#sa#
#sapaʔ#,#sapaʔ#
#si#,#si#
#sikux#,#siko#
#susu#,#susu#
#tapus#,#tapus#
#tuduʔ#,#tuluʔ#
#ʔudaŋ#,#ulaŋ#
#ʔaɲud#,#anud#
#ia#,#ia#
#ʔipit#,#ipit#
#ʔuaŋ#,#uaŋ#
#ŋadʒan#,#ŋalan#
#ŋipen#,#ŋipun#
