input,output
#paŋedan#,#faar#
#kima#,#hiim#
#taliŋa#,#hooma#
#taliŋa#,#haliŋ#
#tasik#,#haat#
#taŋis#,#haŋ#
#kukuh#,#kkuu#
#kutu#,#kuuw#
#laba#,#lap#
#lumut#,#luumw#
#laŋit#,#laŋ#
#mata#,#maah#
#manuk#,#maan#
#mai#,#me#
#mamin#,#mam#
#ɲamuk#,#noomw#
#papan#,#paap#
#buaʔ#,#puw#
#buliʔ#,#pwiil#
#bukal#,#pwuka#
#baliw#,#palij#
#baliw#,#pelij#
#danum#,#raan#
#dahun#,#ree#
#taneʔ#,#sɔɔn#
#saet#,#ttow#
#sakaj#,#taaj#
#suluʔ#,#tuul#
#suluʔ#,#teel#
#tebuh#,#woow#
#kahu#,#wow#
#puket#,#wuuk#
#ʔuledʒ#,#wuul#
#buaʔ#,#wuuwa#
#buhat#,#wuwaj#
#ʔulu#,#wul#
#ʔuhenap#,#wun#
#ʔuzan#,#wut#
#udʒan#,#wutan#
#zalan#,#jaal#
#ʔasu#,#jaat#
#kataman#,#jaham#
#ʔanitu#,#janu#
#ʔatulaj#,#jawuul#
#ʔamataʔ#,#jemah#
#ia#,#jiij#
#ʔina#,#jina#
#atas#,#jah#
#ʔazaj#,#jaat#
#haŋin#,#jaaŋ#
#ʔatep#,#jooh#
#kasaw#,#joot#
#duha#,#ruwoow#
