input,output
#ʔuzan#,#udʒan#
#ʔumpan#,#umpan#
#upaʔ#,#upah#
#ʔutaŋ#,#utaŋ#
#aŋkup#,#akop#
#halem#,#alem#
#aliʔ#,#alih#
#hamuk#,#amok#
#ampun#,#ampun#
#anak#,#anak#
#huadʒi#,#andi#
#hapuj#,#apuj#
#adʒan#,#ara#
#hasaʔ#,#asa#
#ʔasiʔ#,#asi#
#ʔataj#,#ataei#
#atas#,#atas#
#haŋin#,#aŋin#
#aŋkup#,#aŋkop#
#baʔaɡi#,#baɡi#
#bak#,#bak#
#baku#,#baku#
#balaj#,#balai#
#balalatuk#,#balatok#
#baliw#,#bali#
#beli#,#bali#
#balik#,#balik#
#baliw#,#baloj#
#balut#,#balut#
#baŋbaŋ#,#bambaŋ#
#badas#,#baras#
#bataŋ#,#bataŋ#
#batu#,#batu#
#babaʔ#,#bawah#
#babaw#,#bawaw#
#belaŋ#,#belaŋ#
#ber#,#ber#
#betaw#,#betau#
#beŋaʔ#,#beŋah#
#bili#,#bili#
#bilit#,#bilit#
#biliŋ#,#biliŋ#
#biluk#,#biluk#
#biseʔ#,#bisa#
#biseʔak#,#bisak#
#birbir#,#biwih#
#binehiʔ#,#biɲi#
#biŋkuk#,#biŋkok#
#buhat#,#buat#
#bukuh#,#buko#
#bulan#,#bulan#
#bulu#,#bulu#
#bulut#,#bulut#
#bunbun#,#bumbon#
#bunuʔ#,#buno#
#buntal#,#buntal#
#bunter#,#bunter#
#buntut#,#buntut#
#budʒeʔ#,#bure#
#busuk#,#busok#
#buta#,#bute#
#butun#,#buton#
#buŋkul#,#buŋkol#
#dapdap#,#dadap#
#danum#,#danum#
#dahun#,#dawen#
#deku#,#deko#
#diŋdiŋ#,#dindiŋ#
#duha#,#duæ#
#ɡarus#,#ɡarus#
#ɡarut#,#ɡarut#
#ɡatel#,#ɡatel#
#ɡeŋ#,#ɡeŋ#
#ɡilap#,#ɡilap#
#ɡiliŋ#,#ɡiliŋ#
#ɡumi#,#ɡumi#
#ʔampelas#,#hampelas#
#ʔapelas#,#hampelas#
#ʔanahaw#,#hanaw#
#ʔatimun#,#hantimon#
#ʔanitu#,#hantu#
#ʔapit#,#hapit#
#hiras#,#haris#
#ʔekak#,#hekak#
#ʔelet#,#helat#
#ʔelaŋ#,#helaŋ#
#ʔentek#,#hentek#
#ʔetes#,#hetes#
#ʔeɲek#,#heɲek#
#ʔi#,#hi#
#ʔiris#,#hiris#
#ʔiŋɡa#,#hiŋɡa#
#huj#,#hoi#
#ʔuzuŋ#,#hudʒoŋ#
#ʔulu#,#hulo#
#ʔutan#,#hutan#
#hujuŋ#,#hujoŋ#
#ikut#,#ikut#
#hipaʔ#,#impa#
#ʔimpun#,#impon#
#ʔipun#,#impon#
#ʔis#,#is#
#isut#,#isut#
#iŋat#,#iŋat#
#zariŋ#,#dʒariŋ#
#zelaj#,#dʒelej#
#kazaŋ#,#kadʒaŋ#
#hekak#,#kak#
#kaka#,#kaka#
#kaskas#,#kakas#
#kanaŋa#,#kanaŋa#
#kapak#,#kapak#
#kajaw#,#kajaw#
#kahiw#,#kaju#
#kaŋa#,#kaŋa#
#kelaʔ#,#kelah#
#kinzak#,#kidʒak#
#kizak#,#kidʒak#
#kilat#,#kilat#
#kuk#,#kok#
#labi#,#labih#
#lapis#,#lapis#
#lawaʔ#,#lawa#
#laŋaw#,#laŋaw#
#laŋit#,#laŋit#
#laŋkaʔ#,#laŋkah#
#laŋkaw#,#laŋkaw#
#lebleb#,#lelep#
#lepaw#,#lepaw#
#lisehaʔ#,#lias#
#liseʔah#,#lias#
#liaŋ#,#liaŋ#
#lilin#,#lilin#
#liŋak#,#liŋak#
#lupa#,#lupa#
#mama#,#mama#
#maliraŋ#,#mariraŋ#
#mata#,#matæ#
#meɲak#,#meɲak#
#muda#,#muda#
#uj#,#oi#
#ʔuban#,#owan#
#ʔubi#,#owi#
#paɡer#,#paɡar#
#paɡer#,#paɡer#
#palaʔpaʔ#,#palapah#
#panaj#,#panai#
#pandak#,#pandak#
#papan#,#papan#
#paŋ#,#paŋ#
#hapedʒes#,#peres#
#pihpih#,#pipi#
#pipis#,#pipis#
#puk#,#pok#
#pules#,#pules#
#pulut#,#pulut#
#puna#,#puna#
#pusedʒ#,#puser#
#putat#,#putat#
#putiʔ#,#puti#
#remuk#,#ramok#
#rapet#,#rapet#
#ribut#,#riwut#
#luʔar#,#ruar#
#sakaj#,#sakæj#
#salaʔ#,#sala#
#saput#,#saput#
#sauʔ#,#sauh#
#siŋkuk#,#sikok#
#sikuk#,#sikok#
#simpaŋ#,#simpaŋ#
#sisir#,#sisir#
#siŋket#,#siŋket#
#siket#,#siŋket#
#sulam#,#sulam#
#suli#,#suli#
#susun#,#suson#
#sulsul#,#susul#
#suŋkit#,#suŋkit#
#tabuni#,#tabuni#
#tak#,#tak#
#takaw#,#takau#
#talih#,#tali#
#taliŋa#,#taliŋa#
#tambak#,#tambak#
#taneʔ#,#tana#
#tanum#,#tanum#
#tasik#,#tasik#
#taʔu#,#tau#
#taban#,#tawan#
#teŋaʔ#,#taŋah#
#taŋis#,#taŋis#
#teken#,#teken#
#telen#,#telen#
#tenzeɡ#,#tendʒek#
#tendek#,#tendʒek#
#tenzeɡ#,#tendʒek#
#tedek#,#tendʒek#
#tebuh#,#tewu#
#tik#,#tik#
#timba#,#timba#
#tidem#,#tirem#
#siksik#,#tisik#
#titis#,#titis#
#tiŋ#,#tiŋ#
#tuk#,#tok#
#tuŋ#,#toŋ#
#ʔatuan#,#tuan#
#tukaŋ#,#tukaŋ#
#tulus#,#tulus#
#tumah#,#tume#
#tuzuk#,#tundʒok#
#turus#,#turus#
#tutur#,#tutur#
#tuak#,#tuwak#
#tek#,#tək#
#uak#,#uak#
#ukir#,#ukir#
#pules#,#ules#
#ʔuli#,#uli#
#hulidʒ#,#ulir#
#hulidʒ#,#urir#
#hutek#,#untek#
#ɲamuk#,#ɲamuk#
#ɲatuʔ#,#ɲato#
#ɲilu#,#ɲilo#
